panel_id,parent_drawing_key,split,phase,batch,panel_index,panel_count,split_method,panel_png_path,panel_bbox_cad,parent_normalized_json_path,parent_topology_v0_json_path,topology_v1_panel_json_path,status,error,panel_entity_count,base_segment_count,split_segment_count,intersection_count,split_event_count,split_short_segments,v1_node_count,v1_edge_count,v1_net_count,v1_isolated_edge_ratio,v1_largest_net_edge_ratio,effective_endpoint_tolerance,quality_flags,severity,anomaly_type,suggested_action
_P3_staging_batch4/10KV配网设计块图#panel_000,_P3_staging_batch4/10KV配网设计块图,train,P3,_P3_staging_batch4,0,6,image_components,outputs/panels/P3/P3_staging_batch4__10KV配网设计块图__panel_000.png,"-13394.3495,2254.4956,-1800.0904,5516.2549",outputs/normalized_geometry/_P3_staging_batch4/10KV配网设计块图.normalized.json,outputs/topology_graph/_P3_staging_batch4/10KV配网设计块图.topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch4/10KV配网设计块图#panel_000.topology.v1.json,ok,,1,0,0,0,0,0,0,0,0,0.0,0.0,1.0,no_edges;no_nets,high,no_edges_or_no_nets,Check whether this panel is not a topology target or uses unsupported geometry types.
_P3_staging_batch4/10KV配网设计块图#panel_001,_P3_staging_batch4/10KV配网设计块图,train,P3,_P3_staging_batch4,1,6,image_components,outputs/panels/P3/P3_staging_batch4__10KV配网设计块图__panel_001.png,"-25548.7806,2251.0604,-13954.5215,5512.8197",outputs/normalized_geometry/_P3_staging_batch4/10KV配网设计块图.normalized.json,outputs/topology_graph/_P3_staging_batch4/10KV配网设计块图.topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch4/10KV配网设计块图#panel_001.topology.v1.json,ok,,1,0,0,0,0,0,0,0,0,0.0,0.0,1.0,no_edges;no_nets,high,no_edges_or_no_nets,Check whether this panel is not a topology target or uses unsupported geometry types.
_P3_staging_batch4/10KV配网设计块图#panel_002,_P3_staging_batch4/10KV配网设计块图,train,P3,_P3_staging_batch4,2,6,image_components,outputs/panels/P3/P3_staging_batch4__10KV配网设计块图__panel_002.png,"-24163.5489,3403.583,-18787.634,5025.0158",outputs/normalized_geometry/_P3_staging_batch4/10KV配网设计块图.normalized.json,outputs/topology_graph/_P3_staging_batch4/10KV配网设计块图.topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch4/10KV配网设计块图#panel_002.topology.v1.json,ok,,1,0,0,0,0,0,0,0,0,0.0,0.0,1.0,no_edges;no_nets,high,no_edges_or_no_nets,Check whether this panel is not a topology target or uses unsupported geometry types.
_P3_staging_batch4/10KV配网设计块图#panel_003,_P3_staging_batch4/10KV配网设计块图,train,P3,_P3_staging_batch4,3,6,image_components,outputs/panels/P3/P3_staging_batch4__10KV配网设计块图__panel_003.png,"-397.489,-1041.6161,11196.7701,2220.1432",outputs/normalized_geometry/_P3_staging_batch4/10KV配网设计块图.normalized.json,outputs/topology_graph/_P3_staging_batch4/10KV配网设计块图.topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch4/10KV配网设计块图#panel_003.topology.v1.json,ok,,14,0,0,0,0,0,0,0,0,0.0,0.0,1.0,no_edges;no_nets,high,no_edges_or_no_nets,Check whether this panel is not a topology target or uses unsupported geometry types.
_P3_staging_batch4/10KV配网设计块图#panel_004,_P3_staging_batch4/10KV配网设计块图,train,P3,_P3_staging_batch4,4,6,image_components,outputs/panels/P3/P3_staging_batch4__10KV配网设计块图__panel_004.png,"-25566.1503,-1105.168,-13971.8912,2158.3089",outputs/normalized_geometry/_P3_staging_batch4/10KV配网设计块图.normalized.json,outputs/topology_graph/_P3_staging_batch4/10KV配网设计块图.topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch4/10KV配网设计块图#panel_004.topology.v1.json,ok,,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,no_edges;no_nets,high,no_edges_or_no_nets,Check whether this panel is not a topology target or uses unsupported geometry types.
_P3_staging_batch4/10KV配网设计块图#panel_005,_P3_staging_batch4/10KV配网设计块图,train,P3,_P3_staging_batch4,5,6,image_components,outputs/panels/P3/P3_staging_batch4__10KV配网设计块图__panel_005.png,"-13385.6646,-1105.168,-1791.4056,2156.5913",outputs/normalized_geometry/_P3_staging_batch4/10KV配网设计块图.normalized.json,outputs/topology_graph/_P3_staging_batch4/10KV配网设计块图.topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch4/10KV配网设计块图#panel_005.topology.v1.json,ok,,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,no_edges;no_nets,high,no_edges_or_no_nets,Check whether this panel is not a topology target or uses unsupported geometry types.
_P3_staging_batch4/10kv系统单线图#panel_004,_P3_staging_batch4/10kv系统单线图,train,P3,_P3_staging_batch4,4,6,image_components,outputs/panels/P3/P3_staging_batch4__10kv系统单线图__panel_004.png,"17867.6072,-18236.311,27167.6162,-15327.9856",outputs/normalized_geometry/_P3_staging_batch4/10kv系统单线图.normalized.json,outputs/topology_graph/_P3_staging_batch4/10kv系统单线图.topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch4/10kv系统单线图#panel_004.topology.v1.json,ok,,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,no_edges;no_nets,high,no_edges_or_no_nets,Check whether this panel is not a topology target or uses unsupported geometry types.
_P3_staging_batch4/10kv系统单线图#panel_005,_P3_staging_batch4/10kv系统单线图,train,P3,_P3_staging_batch4,5,6,image_components,outputs/panels/P3/P3_staging_batch4__10kv系统单线图__panel_005.png,"2438.6869,-18608.4807,9231.597,-15721.1648",outputs/normalized_geometry/_P3_staging_batch4/10kv系统单线图.normalized.json,outputs/topology_graph/_P3_staging_batch4/10kv系统单线图.topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch4/10kv系统单线图#panel_005.topology.v1.json,ok,,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,no_edges;no_nets,high,no_edges_or_no_nets,Check whether this panel is not a topology target or uses unsupported geometry types.
_P3_staging_batch4/DXN8B-T接线图#panel_000,_P3_staging_batch4/DXN8B-T接线图,train,P3,_P3_staging_batch4,0,1,full,datas/qa_and_png/P3_oda_output/DXN8B-T接线图.png,"0.0,0.0,882.0696,334.315",outputs/normalized_geometry/_P3_staging_batch4/DXN8B-T接线图.normalized.json,outputs/topology_graph/_P3_staging_batch4/DXN8B-T接线图.topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch4/DXN8B-T接线图#panel_000.topology.v1.json,ok,,3,0,0,0,0,0,0,0,0,0.0,0.0,0.4716,no_edges;no_nets,high,no_edges_or_no_nets,Check whether this panel is not a topology target or uses unsupported geometry types.
_P3_staging_batch4/某学校系统图及接线图#panel_000,_P3_staging_batch4/某学校系统图及接线图,train,P3,_P3_staging_batch4,0,5,image_components,outputs/panels/P3/P3_staging_batch4__某学校系统图及接线图__panel_000.png,"72.4731,-605.8779,787.0432,-207.5976",outputs/normalized_geometry/_P3_staging_batch4/某学校系统图及接线图.normalized.json,outputs/topology_graph/_P3_staging_batch4/某学校系统图及接线图.topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch4/某学校系统图及接线图#panel_000.topology.v1.json,ok,,0,0,0,0,0,0,0,0,0,0.0,0.0,0.409,no_edges;no_nets,high,no_edges_or_no_nets,Check whether this panel is not a topology target or uses unsupported geometry types.
_P3_staging_batch2/10KV配变电房工程典型设计图纸wm666.taobao.com#panel_000,_P3_staging_batch2/10KV配变电房工程典型设计图纸wm666.taobao.com,train,P3,_P3_staging_batch2,0,1,full,datas/qa_and_png/P3_oda_output/10KV配变电房工程典型设计图纸wm666.taobao.com.png,"-1465857.0746,-1299039.0106,1354420.318,714769.6602",outputs/normalized_geometry/_P3_staging_batch2/10KV配变电房工程典型设计图纸wm666.taobao.com.normalized.json,outputs/topology_graph/_P3_staging_batch2/10KV配变电房工程典型设计图纸wm666.taobao.com.topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch2/10KV配变电房工程典型设计图纸wm666.taobao.com#panel_000.topology.v1.json,ok,,95658,70666,189835,94450,155915,414,143667,188691,17100,0.0458,0.0102,1.0,high_fragmentation,medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.
_P2_staging/35KV二次图#panel_000,_P2_staging/35KV二次图,train,P2,_P2_staging,0,1,full,datas/qa_and_png/P2_oda_output/35KV二次图.png,"2005.6503,-2898.3395,11332.3978,1161.1762",outputs/normalized_geometry/_P2_staging/35KV二次图.normalized.json,outputs/topology_graph/_P2_staging/35KV二次图.topology.v0.json,outputs/topology_panel_v1/_P2_staging/35KV二次图#panel_000.topology.v1.json,ok,,58529,39910,173316,91444,159755,1955,58058,90659,4276,0.0291,0.0298,1.0,high_fragmentation,medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.
_P2_staging/电站、变电所电气及设备12#panel_000,_P2_staging/电站、变电所电气及设备12,train,P2,_P2_staging,0,1,full,datas/qa_and_png/P2_oda_output/电站、变电所电气及设备12.png,"-228401.1875,-117832.5178,285963.105,288178.6804",outputs/normalized_geometry/_P2_staging/电站、变电所电气及设备12.normalized.json,outputs/topology_graph/_P2_staging/电站、变电所电气及设备12.topology.v0.json,outputs/topology_panel_v1/_P2_staging/电站、变电所电气及设备12#panel_000.topology.v1.json,ok,,100011,44669,86039,32345,45781,1401,59981,80880,2635,0.0119,0.1441,1.0,high_fragmentation,medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.
_P2_staging/武汉某35kV变配电所电气二次设计图wm666.taobao.com#panel_000,_P2_staging/武汉某35kV变配电所电气二次设计图wm666.taobao.com,train,P2,_P2_staging,0,1,full,datas/qa_and_png/P2_oda_output/武汉某35kV变配电所电气二次设计图wm666.taobao.com.png,"-673895.0584,-267246.833,3415687.1639,53034.2445",outputs/normalized_geometry/_P2_staging/武汉某35kV变配电所电气二次设计图wm666.taobao.com.normalized.json,outputs/topology_graph/_P2_staging/武汉某35kV变配电所电气二次设计图wm666.taobao.com.topology.v0.json,outputs/topology_panel_v1/_P2_staging/武汉某35kV变配电所电气二次设计图wm666.taobao.com#panel_000.topology.v1.json,ok,,53499,35930,79415,33877,49631,1248,62978,78676,7370,0.036,0.0185,1.0,high_fragmentation,medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.
_P2_staging/变电站全套建筑图wm666.taobao.com#panel_000,_P2_staging/变电站全套建筑图wm666.taobao.com,train,P2,_P2_staging,0,1,full,datas/qa_and_png/P2_oda_output/变电站全套建筑图wm666.taobao.com.png,"-358348.6021,-586605.5057,993605.2927,744197.2029",outputs/normalized_geometry/_P2_staging/变电站全套建筑图wm666.taobao.com.normalized.json,outputs/topology_graph/_P2_staging/变电站全套建筑图wm666.taobao.com.topology.v0.json,outputs/topology_panel_v1/_P2_staging/变电站全套建筑图wm666.taobao.com#panel_000.topology.v1.json,ok,,30157,29359,72704,37079,49659,101,47628,72296,2141,0.0089,0.0715,1.0,high_fragmentation,medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.
_P2_staging/商场10KV变电所接线图#panel_000,_P2_staging/商场10KV变电所接线图,train,P2,_P2_staging,0,1,full,datas/qa_and_png/P2_oda_output/商场10KV变电所接线图.png,"108151.2724,72381.3661,116160.925,76770.2475",outputs/normalized_geometry/_P2_staging/商场10KV变电所接线图.normalized.json,outputs/topology_graph/_P2_staging/商场10KV变电所接线图.topology.v0.json,outputs/topology_panel_v1/_P2_staging/商场10KV变电所接线图#panel_000.topology.v1.json,ok,,35104,25249,61955,23592,39006,546,42917,54751,4175,0.0193,0.0316,1.0,high_fragmentation,medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.
_P2_staging/商场10KV变电所接线图wm666.taobao.com#panel_000,_P2_staging/商场10KV变电所接线图wm666.taobao.com,train,P2,_P2_staging,0,1,full,datas/qa_and_png/P2_oda_output/商场10KV变电所接线图wm666.taobao.com.png,"108151.2724,72381.3661,116160.925,76770.2475",outputs/normalized_geometry/_P2_staging/商场10KV变电所接线图wm666.taobao.com.normalized.json,outputs/topology_graph/_P2_staging/商场10KV变电所接线图wm666.taobao.com.topology.v0.json,outputs/topology_panel_v1/_P2_staging/商场10KV变电所接线图wm666.taobao.com#panel_000.topology.v1.json,ok,,35104,25249,61955,23592,39006,546,42917,54751,4175,0.0193,0.0316,1.0,high_fragmentation,medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.
_P2_staging/[E-1~2(总图)、ET-7~13(通用图)、ET2-1~5(通用图A3A4#)、E-31~37(A2#楼)]A2~A4#楼变电所及总平20130319#panel_000,_P2_staging/[E-1~2(总图)、ET-7~13(通用图)、ET2-1~5(通用图A3A4#)、E-31~37(A2#楼)]A2~A4#楼变电所及总平20130319,train,P2,_P2_staging,0,1,full,datas/qa_and_png/P2_oda_output/[E-1~2(总图)、ET-7~13(通用图)、ET2-1~5(通用图A3A4#)、E-31~37(A2#楼)]A2~A4#楼变电所及总平20130319.png,"0.0,-1223603.7098,3230950.7702,0.0",outputs/normalized_geometry/_P2_staging/[E-1~2(总图)、ET-7~13(通用图)、ET2-1~5(通用图A3A4#)、E-31~37(A2#楼)]A2~A4#楼变电所及总平20130319.normalized.json,outputs/topology_graph/_P2_staging/[E-1~2(总图)、ET-7~13(通用图)、ET2-1~5(通用图A3A4#)、E-31~37(A2#楼)]A2~A4#楼变电所及总平20130319.topology.v0.json,outputs/topology_panel_v1/_P2_staging/[E-1~2(总图)、ET-7~13(通用图)、ET2-1~5(通用图A3A4#)、E-31~37(A2#楼)]A2~A4#楼变电所及总平20130319#panel_000.topology.v1.json,ok,,32450,21779,54158,23423,38636,404,43396,53813,5174,0.0357,0.0589,1.0,high_fragmentation,medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.
_P3_staging_batch1/10KV开关站二次图纸#panel_000,_P3_staging_batch1/10KV开关站二次图纸,train,P3,_P3_staging_batch1,0,1,full,datas/qa_and_png/P3_oda_output/10KV开关站二次图纸.png,"-27719.9918,-267887.0378,766480.3874,46198.6458",outputs/normalized_geometry/_P3_staging_batch1/10KV开关站二次图纸.normalized.json,outputs/topology_graph/_P3_staging_batch1/10KV开关站二次图纸.topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch1/10KV开关站二次图纸#panel_000.topology.v1.json,ok,,43044,29118,52710,18675,27252,342,46070,52477,5179,0.0519,0.0347,1.0,high_fragmentation,medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.
_P3_staging_batch1/10KV高压开关柜原理图#panel_000,_P3_staging_batch1/10KV高压开关柜原理图,train,P3,_P3_staging_batch1,0,1,full,datas/qa_and_png/P3_oda_output/10KV高压开关柜原理图.png,"-7870.9187,570.1201,61696.6,103515.9052",outputs/normalized_geometry/_P3_staging_batch1/10KV高压开关柜原理图.normalized.json,outputs/topology_graph/_P3_staging_batch1/10KV高压开关柜原理图.topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch1/10KV高压开关柜原理图#panel_000.topology.v1.json,ok,,36146,20781,49648,19952,29868,338,38850,49233,4247,0.0424,0.0111,1.0,high_fragmentation,medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.
_P2_staging/35KV变电站全套电气二次图#panel_000,_P2_staging/35KV变电站全套电气二次图,train,P2,_P2_staging,0,1,full,datas/qa_and_png/P2_oda_output/35KV变电站全套电气二次图.png,"1472.718,-909.3814,5130.477,3370.4397",outputs/normalized_geometry/_P2_staging/35KV变电站全套电气二次图.normalized.json,outputs/topology_graph/_P2_staging/35KV变电站全套电气二次图.topology.v0.json,outputs/topology_panel_v1/_P2_staging/35KV变电站全套电气二次图#panel_000.topology.v1.json,ok,,36196,21185,54389,21054,34102,101,36434,47978,3342,0.0343,0.0218,1.0,high_fragmentation,medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.
_P2_staging/35KV变电站全套电气二次图2#panel_000,_P2_staging/35KV变电站全套电气二次图2,train,P2,_P2_staging,0,1,full,datas/qa_and_png/P2_oda_output/35KV变电站全套电气二次图2.png,"1472.718,-909.3814,5130.477,3370.4397",outputs/normalized_geometry/_P2_staging/35KV变电站全套电气二次图2.normalized.json,outputs/topology_graph/_P2_staging/35KV变电站全套电气二次图2.topology.v0.json,outputs/topology_panel_v1/_P2_staging/35KV变电站全套电气二次图2#panel_000.topology.v1.json,ok,,36196,21185,54389,21054,34102,101,36434,47978,3342,0.0343,0.0218,1.0,high_fragmentation,medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.
_P2_staging/35KV变电站全套电气二次图wm666.taobao.com#panel_000,_P2_staging/35KV变电站全套电气二次图wm666.taobao.com,train,P2,_P2_staging,0,1,full,datas/qa_and_png/P2_oda_output/35KV变电站全套电气二次图wm666.taobao.com.png,"1472.718,-909.3814,5130.477,3370.4397",outputs/normalized_geometry/_P2_staging/35KV变电站全套电气二次图wm666.taobao.com.normalized.json,outputs/topology_graph/_P2_staging/35KV变电站全套电气二次图wm666.taobao.com.topology.v0.json,outputs/topology_panel_v1/_P2_staging/35KV变电站全套电气二次图wm666.taobao.com#panel_000.topology.v1.json,ok,,36195,21185,54389,21054,34102,101,36434,47978,3342,0.0343,0.0218,1.0,high_fragmentation,medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.
_P2_staging/0武汉某35变电所一次部分施工图wm666.taobao.com#panel_000,_P2_staging/0武汉某35变电所一次部分施工图wm666.taobao.com,train,P2,_P2_staging,0,1,full,datas/qa_and_png/P2_oda_output/0武汉某35变电所一次部分施工图wm666.taobao.com.png,"-453595.6874,-266369.5225,87518.9273,133735.1826",outputs/normalized_geometry/_P2_staging/0武汉某35变电所一次部分施工图wm666.taobao.com.normalized.json,outputs/topology_graph/_P2_staging/0武汉某35变电所一次部分施工图wm666.taobao.com.topology.v0.json,outputs/topology_panel_v1/_P2_staging/0武汉某35变电所一次部分施工图wm666.taobao.com#panel_000.topology.v1.json,ok,,30319,30087,48165,17480,27311,192,41835,47424,5518,0.0343,0.048,1.0,high_fragmentation,medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.
_P2_staging/B-变电所-办公楼201411.19_t3#panel_000,_P2_staging/B-变电所-办公楼201411.19_t3,train,P2,_P2_staging,0,1,full,datas/qa_and_png/P2_oda_output/B-变电所-办公楼201411.19_t3.png,"-651596.4944,-286524543.0837,141764367.858,312680.9524",outputs/normalized_geometry/_P2_staging/B-变电所-办公楼201411.19_t3.normalized.json,outputs/topology_graph/_P2_staging/B-变电所-办公楼201411.19_t3.topology.v0.json,outputs/topology_panel_v1/_P2_staging/B-变电所-办公楼201411.19_t3#panel_000.topology.v1.json,ok,,25204,26730,45981,12985,21163,308,35016,45715,4739,0.0255,0.0424,1.0,high_fragmentation,medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.
_P2_staging/500KV变电站直流系统图纸#panel_000,_P2_staging/500KV变电站直流系统图纸,val,P2,_P2_staging,0,1,full,datas/qa_and_png/P2_oda_output/500KV变电站直流系统图纸.png,"-29748.2751,-6861.3324,14693.2084,13064.4866",outputs/normalized_geometry/_P2_staging/500KV变电站直流系统图纸.normalized.json,outputs/topology_graph/_P2_staging/500KV变电站直流系统图纸.topology.v0.json,outputs/topology_panel_v1/_P2_staging/500KV变电站直流系统图纸#panel_000.topology.v1.json,ok,,37070,25298,44882,14535,21683,886,43654,44044,6389,0.1003,0.0132,1.0,high_fragmentation,medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.
_P2_staging/500KV变电站直流系统图纸wm666.taobao.com#panel_000,_P2_staging/500KV变电站直流系统图纸wm666.taobao.com,train,P2,_P2_staging,0,1,full,datas/qa_and_png/P2_oda_output/500KV变电站直流系统图纸wm666.taobao.com.png,"-29748.2751,-6861.3324,14693.2084,13064.4866",outputs/normalized_geometry/_P2_staging/500KV变电站直流系统图纸wm666.taobao.com.normalized.json,outputs/topology_graph/_P2_staging/500KV变电站直流系统图纸wm666.taobao.com.topology.v0.json,outputs/topology_panel_v1/_P2_staging/500KV变电站直流系统图纸wm666.taobao.com#panel_000.topology.v1.json,ok,,37069,25298,44882,14535,21683,886,43654,44044,6389,0.1003,0.0132,1.0,high_fragmentation,medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.
_P2_staging/电站、变电所电气及设备01#panel_000,_P2_staging/电站、变电所电气及设备01,train,P2,_P2_staging,0,1,full,datas/qa_and_png/P2_oda_output/电站、变电所电气及设备01.png,"-268.0112,-1845.8666,4060.9696,1766.168",outputs/normalized_geometry/_P2_staging/电站、变电所电气及设备01.normalized.json,outputs/topology_graph/_P2_staging/电站、变电所电气及设备01.topology.v0.json,outputs/topology_panel_v1/_P2_staging/电站、变电所电气及设备01#panel_000.topology.v1.json,ok,,25730,22101,47798,18352,27096,342,34129,42185,2197,0.0224,0.0248,1.0,high_fragmentation,medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.
_P2_staging/水泥厂35KV变电站设计全套图纸#panel_000,_P2_staging/水泥厂35KV变电站设计全套图纸,test,P2,_P2_staging,0,1,full,datas/qa_and_png/P2_oda_output/水泥厂35KV变电站设计全套图纸.png,"-54338.1051,-17416.504,7494.4219,94977.213",outputs/normalized_geometry/_P2_staging/水泥厂35KV变电站设计全套图纸.normalized.json,outputs/topology_graph/_P2_staging/水泥厂35KV变电站设计全套图纸.topology.v0.json,outputs/topology_panel_v1/_P2_staging/水泥厂35KV变电站设计全套图纸#panel_000.topology.v1.json,ok,,33896,19574,42869,22061,30315,439,28035,39541,2858,0.0316,0.0567,1.0,high_fragmentation,medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.
_P3_staging_batch1/某配电工程10kV杆型一缆图#panel_000,_P3_staging_batch1/某配电工程10kV杆型一缆图,train,P3,_P3_staging_batch1,0,1,full,datas/qa_and_png/P3_oda_output/某配电工程10kV杆型一缆图.png,"-2121709.9011,-2458038.3877,2122232.2148,2523829.3537",outputs/normalized_geometry/_P3_staging_batch1/某配电工程10kV杆型一缆图.normalized.json,outputs/topology_graph/_P3_staging_batch1/某配电工程10kV杆型一缆图.topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch1/某配电工程10kV杆型一缆图#panel_000.topology.v1.json,ok,,25077,15706,38294,13964,24402,1218,29507,36617,2783,0.0398,0.0669,1.0,high_fragmentation,medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.
_P3_staging_batch2/10kV-中置柜进线电气图纸#panel_000,_P3_staging_batch2/10kV-中置柜进线电气图纸,train,P3,_P3_staging_batch2,0,1,full,datas/qa_and_png/P3_oda_output/10kV-中置柜进线电气图纸.png,"-1381622.3492,3379.5447,-4991.5848,409821.5928",outputs/normalized_geometry/_P3_staging_batch2/10kV-中置柜进线电气图纸.normalized.json,outputs/topology_graph/_P3_staging_batch2/10kV-中置柜进线电气图纸.topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch2/10kV-中置柜进线电气图纸#panel_000.topology.v1.json,ok,,6170,29271,34918,5223,8120,27,31411,34885,2901,0.0078,0.0441,1.0,high_fragmentation,medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.
_P3_staging_batch1/自行车有限10KV变电室#panel_000,_P3_staging_batch1/自行车有限10KV变电室,train,P3,_P3_staging_batch1,0,1,full,datas/qa_and_png/P3_oda_output/自行车有限10KV变电室.png,"0.0,-18304.6082,351285.1936,107695.3921",outputs/normalized_geometry/_P3_staging_batch1/自行车有限10KV变电室.normalized.json,outputs/topology_graph/_P3_staging_batch1/自行车有限10KV变电室.topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch1/自行车有限10KV变电室#panel_000.topology.v1.json,ok,,10276,16951,27780,7745,11754,25,25287,27687,3221,0.0341,0.0442,1.0,high_fragmentation,medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.
_P2_staging/10KV变电站电气图wm666.taobao.com#panel_000,_P2_staging/10KV变电站电气图wm666.taobao.com,test,P2,_P2_staging,0,1,full,datas/qa_and_png/P2_oda_output/10KV变电站电气图wm666.taobao.com.png,"590119.6667,-337951.4486,1202753.0109,141584.9954",outputs/normalized_geometry/_P2_staging/10KV变电站电气图wm666.taobao.com.normalized.json,outputs/topology_graph/_P2_staging/10KV变电站电气图wm666.taobao.com.topology.v0.json,outputs/topology_panel_v1/_P2_staging/10KV变电站电气图wm666.taobao.com#panel_000.topology.v1.json,ok,,18717,13728,26993,10472,14844,15,22351,26963,2746,0.0531,0.0521,1.0,high_fragmentation,medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.
_P2_staging/某10KV变电站电气完整版图纸wm666.taobao.com#panel_000,_P2_staging/某10KV变电站电气完整版图纸wm666.taobao.com,train,P2,_P2_staging,0,1,full,datas/qa_and_png/P2_oda_output/某10KV变电站电气完整版图纸wm666.taobao.com.png,"590119.6667,-337951.4486,1202753.0109,141584.9954",outputs/normalized_geometry/_P2_staging/某10KV变电站电气完整版图纸wm666.taobao.com.normalized.json,outputs/topology_graph/_P2_staging/某10KV变电站电气完整版图纸wm666.taobao.com.topology.v0.json,outputs/topology_panel_v1/_P2_staging/某10KV变电站电气完整版图纸wm666.taobao.com#panel_000.topology.v1.json,ok,,18717,13728,26993,10472,14844,15,22351,26963,2746,0.0531,0.0521,1.0,high_fragmentation,medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.
_P2_staging/某煤矿变电所电气系统图wm666.taobao.com#panel_000,_P2_staging/某煤矿变电所电气系统图wm666.taobao.com,val,P2,_P2_staging,0,1,full,datas/qa_and_png/P2_oda_output/某煤矿变电所电气系统图wm666.taobao.com.png,"50.0,0.0,12050.0,6200.0",outputs/normalized_geometry/_P2_staging/某煤矿变电所电气系统图wm666.taobao.com.normalized.json,outputs/topology_graph/_P2_staging/某煤矿变电所电气系统图wm666.taobao.com.topology.v0.json,outputs/topology_panel_v1/_P2_staging/某煤矿变电所电气系统图wm666.taobao.com#panel_000.topology.v1.json,ok,,22451,21946,26203,3068,4543,0,28036,26128,3501,0.0435,0.0243,1.0,high_fragmentation,medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.
_P2_staging/某机械工厂变电所全套图-t3#panel_000,_P2_staging/某机械工厂变电所全套图-t3,train,P2,_P2_staging,0,1,full,datas/qa_and_png/P2_oda_output/某机械工厂变电所全套图-t3.png,"-200494.7266,-42790.3787,55810.335,143325.2639",outputs/normalized_geometry/_P2_staging/某机械工厂变电所全套图-t3.normalized.json,outputs/topology_graph/_P2_staging/某机械工厂变电所全套图-t3.topology.v0.json,outputs/topology_panel_v1/_P2_staging/某机械工厂变电所全套图-t3#panel_000.topology.v1.json,ok,,19457,13940,26047,8740,13374,159,22368,24641,2885,0.0525,0.0266,1.0,high_fragmentation,medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.
_P2_staging/某机械工厂变电所全套图wm666.taobao.com#panel_000,_P2_staging/某机械工厂变电所全套图wm666.taobao.com,train,P2,_P2_staging,0,1,full,datas/qa_and_png/P2_oda_output/某机械工厂变电所全套图wm666.taobao.com.png,"-200494.7266,-42790.3787,55810.335,143325.2639",outputs/normalized_geometry/_P2_staging/某机械工厂变电所全套图wm666.taobao.com.normalized.json,outputs/topology_graph/_P2_staging/某机械工厂变电所全套图wm666.taobao.com.topology.v0.json,outputs/topology_panel_v1/_P2_staging/某机械工厂变电所全套图wm666.taobao.com#panel_000.topology.v1.json,ok,,19456,13940,26047,8740,13374,159,22368,24641,2885,0.0525,0.0266,1.0,high_fragmentation,medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.
