panel_id,parent_drawing_key,split,phase,batch,panel_index,panel_count,split_method,panel_png_path,panel_bbox_cad,parent_normalized_json_path,parent_topology_v0_json_path,topology_v1_panel_json_path,status,error,panel_entity_count,base_segment_count,split_segment_count,intersection_count,split_event_count,split_short_segments,v1_node_count,v1_edge_count,v1_net_count,v1_isolated_edge_ratio,v1_largest_net_edge_ratio,effective_endpoint_tolerance,quality_flags
_P2_staging/35kV变电站新建工程电气施工图纸（含初步设计说明书）wm666.taobao.com#panel_000,_P2_staging/35kV变电站新建工程电气施工图纸（含初步设计说明书）wm666.taobao.com,train,P2,_P2_staging,0,1,full,datas/qa_and_png/P2_oda_output/35kV变电站新建工程电气施工图纸（含初步设计说明书）wm666.taobao.com.png,"-10763.0903,-55.503,6540.6196,7979.7556",outputs/normalized_geometry/_P2_staging/35kV变电站新建工程电气施工图纸（含初步设计说明书）wm666.taobao.com.normalized.json,outputs/topology_graph/_P2_staging/35kV变电站新建工程电气施工图纸（含初步设计说明书）wm666.taobao.com.topology.v0.json,outputs/topology_panel_v1/_P2_staging/35kV变电站新建工程电气施工图纸（含初步设计说明书）wm666.taobao.com#panel_000.topology.v1.json,ok,,19356,15023,28867,11137,16508,573,18704,23484,2031,0.0203,0.0796,1.0,high_fragmentation
_P2_staging/35kV变电站直流图纸#panel_000,_P2_staging/35kV变电站直流图纸,train,P2,_P2_staging,0,1,full,datas/qa_and_png/P2_oda_output/35kV变电站直流图纸.png,"103.7618,-428.2264,1508.3934,628.6332",outputs/normalized_geometry/_P2_staging/35kV变电站直流图纸.normalized.json,outputs/topology_graph/_P2_staging/35kV变电站直流图纸.topology.v0.json,outputs/topology_panel_v1/_P2_staging/35kV变电站直流图纸#panel_000.topology.v1.json,ok,,25111,15429,23253,5124,8915,890,6770,11605,470,0.0145,0.1668,0.8789,
_P2_staging/35kV变电站直流图纸wm666.taobao.com#panel_000,_P2_staging/35kV变电站直流图纸wm666.taobao.com,test,P2,_P2_staging,0,1,full,datas/qa_and_png/P2_oda_output/35kV变电站直流图纸wm666.taobao.com.png,"103.7618,-428.2264,1508.3934,628.6332",outputs/normalized_geometry/_P2_staging/35kV变电站直流图纸wm666.taobao.com.normalized.json,outputs/topology_graph/_P2_staging/35kV变电站直流图纸wm666.taobao.com.topology.v0.json,outputs/topology_panel_v1/_P2_staging/35kV变电站直流图纸wm666.taobao.com#panel_000.topology.v1.json,ok,,25110,15429,23253,5124,8915,890,6770,11605,470,0.0145,0.1668,0.8789,
_P2_staging/35kV变综自接入图#panel_000,_P2_staging/35kV变综自接入图,train,P2,_P2_staging,0,1,full,datas/qa_and_png/P2_oda_output/35kV变综自接入图.png,"1813.8707,-2457.8168,8948.69,3155.5483",outputs/normalized_geometry/_P2_staging/35kV变综自接入图.normalized.json,outputs/topology_graph/_P2_staging/35kV变综自接入图.topology.v0.json,outputs/topology_panel_v1/_P2_staging/35kV变综自接入图#panel_000.topology.v1.json,ok,,21025,12947,44869,25450,37562,572,27043,43697,911,0.0061,0.0362,1.0,high_fragmentation
_P2_staging/35kV备用电源电压互感器接线图(B066-500-2108)wm666.taobao.com#panel_000,_P2_staging/35kV备用电源电压互感器接线图(B066-500-2108)wm666.taobao.com,train,P2,_P2_staging,0,1,full,datas/qa_and_png/P2_oda_output/35kV备用电源电压互感器接线图(B066-500-2108)wm666.taobao.com.png,"-20.0,-337.8763,381.6383,272.5952",outputs/normalized_geometry/_P2_staging/35kV备用电源电压互感器接线图(B066-500-2108)wm666.taobao.com.normalized.json,outputs/topology_graph/_P2_staging/35kV备用电源电压互感器接线图(B066-500-2108)wm666.taobao.com.topology.v0.json,outputs/topology_panel_v1/_P2_staging/35kV备用电源电压互感器接线图(B066-500-2108)wm666.taobao.com#panel_000.topology.v1.json,ok,,419,298,423,122,142,3,423,419,63,0.0764,0.1265,0.3654,high_fragmentation
_P2_staging/35kV屋内配电装置接线图#panel_000,_P2_staging/35kV屋内配电装置接线图,train,P2,_P2_staging,0,1,full,datas/qa_and_png/P2_oda_output/35kV屋内配电装置接线图.png,"0.0,0.0,594.0,420.0",outputs/normalized_geometry/_P2_staging/35kV屋内配电装置接线图.normalized.json,outputs/topology_graph/_P2_staging/35kV屋内配电装置接线图.topology.v0.json,outputs/topology_panel_v1/_P2_staging/35kV屋内配电装置接线图#panel_000.topology.v1.json,ok,,956,864,1844,612,1079,22,1455,1730,152,0.0069,0.2416,0.3637,
_P2_staging/35kV并联电抗器二次接线安装图(B066-500-0801)wm666.taobao.com#panel_000,_P2_staging/35kV并联电抗器二次接线安装图(B066-500-0801)wm666.taobao.com,train,P2,_P2_staging,0,1,full,datas/qa_and_png/P2_oda_output/35kV并联电抗器二次接线安装图(B066-500-0801)wm666.taobao.com.png,"-26.2512,-338.3584,559.0,386.942",outputs/normalized_geometry/_P2_staging/35kV并联电抗器二次接线安装图(B066-500-0801)wm666.taobao.com.normalized.json,outputs/topology_graph/_P2_staging/35kV并联电抗器二次接线安装图(B066-500-0801)wm666.taobao.com.topology.v0.json,outputs/topology_panel_v1/_P2_staging/35kV并联电抗器二次接线安装图(B066-500-0801)wm666.taobao.com#panel_000.topology.v1.json,ok,,1555,924,3824,1948,2977,17,2396,3821,47,0.0018,0.2939,0.466,
_P2_staging/35kV并联电抗器二次接线安装图(B066-500-2001)wm666.taobao.com#panel_000,_P2_staging/35kV并联电抗器二次接线安装图(B066-500-2001)wm666.taobao.com,train,P2,_P2_staging,0,1,full,datas/qa_and_png/P2_oda_output/35kV并联电抗器二次接线安装图(B066-500-2001)wm666.taobao.com.png,"-26.2412,-375.0711,583.8804,384.6666",outputs/normalized_geometry/_P2_staging/35kV并联电抗器二次接线安装图(B066-500-2001)wm666.taobao.com.normalized.json,outputs/topology_graph/_P2_staging/35kV并联电抗器二次接线安装图(B066-500-2001)wm666.taobao.com.topology.v0.json,outputs/topology_panel_v1/_P2_staging/35kV并联电抗器二次接线安装图(B066-500-2001)wm666.taobao.com#panel_000.topology.v1.json,ok,,1783,1070,4091,2156,3120,7,2634,4091,66,0.0044,0.2454,0.4872,
_P2_staging/35kV并联电抗器在微机保护屏上的端子排(B066-500-1905)wm666.taobao.com#panel_000,_P2_staging/35kV并联电抗器在微机保护屏上的端子排(B066-500-1905)wm666.taobao.com,train,P2,_P2_staging,0,1,full,datas/qa_and_png/P2_oda_output/35kV并联电抗器在微机保护屏上的端子排(B066-500-1905)wm666.taobao.com.png,"-24.4272,-336.2431,596.4999,276.6994",outputs/normalized_geometry/_P2_staging/35kV并联电抗器在微机保护屏上的端子排(B066-500-1905)wm666.taobao.com.normalized.json,outputs/topology_graph/_P2_staging/35kV并联电抗器在微机保护屏上的端子排(B066-500-1905)wm666.taobao.com.topology.v0.json,outputs/topology_panel_v1/_P2_staging/35kV并联电抗器在微机保护屏上的端子排(B066-500-1905)wm666.taobao.com#panel_000.topology.v1.json,ok,,965,425,2133,1166,1746,0,1308,2133,9,0.0023,0.3807,0.4362,
_P2_staging/35kV并联电抗器在微机保护屏上的端子排(B066-500-2205)wm666.taobao.com#panel_000,_P2_staging/35kV并联电抗器在微机保护屏上的端子排(B066-500-2205)wm666.taobao.com,train,P2,_P2_staging,0,1,full,datas/qa_and_png/P2_oda_output/35kV并联电抗器在微机保护屏上的端子排(B066-500-2205)wm666.taobao.com.png,"-25.0,-334.6574,586.4634,236.386",outputs/normalized_geometry/_P2_staging/35kV并联电抗器在微机保护屏上的端子排(B066-500-2205)wm666.taobao.com.normalized.json,outputs/topology_graph/_P2_staging/35kV并联电抗器在微机保护屏上的端子排(B066-500-2205)wm666.taobao.com.topology.v0.json,outputs/topology_panel_v1/_P2_staging/35kV并联电抗器在微机保护屏上的端子排(B066-500-2205)wm666.taobao.com#panel_000.topology.v1.json,ok,,887,364,2048,1126,1690,0,1210,2046,4,0.0,0.3666,0.4183,
_P2_staging/35kV并联电抗器在电度表屏上的端子排(B066-500-1906)wm666.taobao.com#panel_000,_P2_staging/35kV并联电抗器在电度表屏上的端子排(B066-500-1906)wm666.taobao.com,val,P2,_P2_staging,0,1,full,datas/qa_and_png/P2_oda_output/35kV并联电抗器在电度表屏上的端子排(B066-500-1906)wm666.taobao.com.png,"-25.0614,-9.5977,369.6441,206.994",outputs/normalized_geometry/_P2_staging/35kV并联电抗器在电度表屏上的端子排(B066-500-1906)wm666.taobao.com.normalized.json,outputs/topology_graph/_P2_staging/35kV并联电抗器在电度表屏上的端子排(B066-500-1906)wm666.taobao.com.topology.v0.json,outputs/topology_panel_v1/_P2_staging/35kV并联电抗器在电度表屏上的端子排(B066-500-1906)wm666.taobao.com#panel_000.topology.v1.json,ok,,84,48,193,102,147,0,118,193,2,0.0052,0.9948,0.2251,dominant_component
_P2_staging/35kV并联电抗器在监控柜上的端子排(B066-500-1904)wm666.taobao.com#panel_000,_P2_staging/35kV并联电抗器在监控柜上的端子排(B066-500-1904)wm666.taobao.com,val,P2,_P2_staging,0,1,full,datas/qa_and_png/P2_oda_output/35kV并联电抗器在监控柜上的端子排(B066-500-1904)wm666.taobao.com.png,"15.4075,-2.8085,373.2351,230.7946",outputs/normalized_geometry/_P2_staging/35kV并联电抗器在监控柜上的端子排(B066-500-1904)wm666.taobao.com.normalized.json,outputs/topology_graph/_P2_staging/35kV并联电抗器在监控柜上的端子排(B066-500-1904)wm666.taobao.com.topology.v0.json,outputs/topology_panel_v1/_P2_staging/35kV并联电抗器在监控柜上的端子排(B066-500-1904)wm666.taobao.com#panel_000.topology.v1.json,ok,,287,121,541,308,432,0,315,541,1,0.0,1.0,0.2137,dominant_component
_P2_staging/35kV并联电抗器在监控柜上的端子排(B066-500-2204)wm666.taobao.com#panel_000,_P2_staging/35kV并联电抗器在监控柜上的端子排(B066-500-2204)wm666.taobao.com,train,P2,_P2_staging,0,1,full,datas/qa_and_png/P2_oda_output/35kV并联电抗器在监控柜上的端子排(B066-500-2204)wm666.taobao.com.png,"-25.0,-10.0,373.7873,233.8207",outputs/normalized_geometry/_P2_staging/35kV并联电抗器在监控柜上的端子排(B066-500-2204)wm666.taobao.com.normalized.json,outputs/topology_graph/_P2_staging/35kV并联电抗器在监控柜上的端子排(B066-500-2204)wm666.taobao.com.topology.v0.json,outputs/topology_panel_v1/_P2_staging/35kV并联电抗器在监控柜上的端子排(B066-500-2204)wm666.taobao.com#panel_000.topology.v1.json,ok,,359,145,705,372,565,0,457,705,4,0.0043,0.9957,0.2337,dominant_component
_P2_staging/35kV并联电抗器控制信号回路(B066-500-1902)wm666.taobao.com#panel_000,_P2_staging/35kV并联电抗器控制信号回路(B066-500-1902)wm666.taobao.com,train,P2,_P2_staging,0,1,full,datas/qa_and_png/P2_oda_output/35kV并联电抗器控制信号回路(B066-500-1902)wm666.taobao.com.png,"-0.2022,-332.6789,864.8749,365.9733",outputs/normalized_geometry/_P2_staging/35kV并联电抗器控制信号回路(B066-500-1902)wm666.taobao.com.normalized.json,outputs/topology_graph/_P2_staging/35kV并联电抗器控制信号回路(B066-500-1902)wm666.taobao.com.topology.v0.json,outputs/topology_panel_v1/_P2_staging/35kV并联电抗器控制信号回路(B066-500-1902)wm666.taobao.com#panel_000.topology.v1.json,ok,,1076,696,1357,621,706,19,1159,1342,120,0.035,0.0596,0.556,high_fragmentation
_P2_staging/35kV并联电抗器控制信号回路(B066-500-2202)wm666.taobao.com#panel_000,_P2_staging/35kV并联电抗器控制信号回路(B066-500-2202)wm666.taobao.com,val,P2,_P2_staging,0,1,full,datas/qa_and_png/P2_oda_output/35kV并联电抗器控制信号回路(B066-500-2202)wm666.taobao.com.png,"-25.0,-330.9921,861.4016,374.3631",outputs/normalized_geometry/_P2_staging/35kV并联电抗器控制信号回路(B066-500-2202)wm666.taobao.com.normalized.json,outputs/topology_graph/_P2_staging/35kV并联电抗器控制信号回路(B066-500-2202)wm666.taobao.com.topology.v0.json,outputs/topology_panel_v1/_P2_staging/35kV并联电抗器控制信号回路(B066-500-2202)wm666.taobao.com#panel_000.topology.v1.json,ok,,1071,656,1343,622,701,7,1123,1341,98,0.0313,0.0634,0.5664,high_fragmentation
_P2_staging/35kV并联电抗器电流电压回路(B066-500-1901)wm666.taobao.com#panel_000,_P2_staging/35kV并联电抗器电流电压回路(B066-500-1901)wm666.taobao.com,train,P2,_P2_staging,0,1,full,datas/qa_and_png/P2_oda_output/35kV并联电抗器电流电压回路(B066-500-1901)wm666.taobao.com.png,"-24.9986,-322.9525,580.3574,256.9901",outputs/normalized_geometry/_P2_staging/35kV并联电抗器电流电压回路(B066-500-1901)wm666.taobao.com.normalized.json,outputs/topology_graph/_P2_staging/35kV并联电抗器电流电压回路(B066-500-1901)wm666.taobao.com.topology.v0.json,outputs/topology_panel_v1/_P2_staging/35kV并联电抗器电流电压回路(B066-500-1901)wm666.taobao.com#panel_000.topology.v1.json,ok,,540,366,584,220,242,13,536,580,66,0.0517,0.0914,0.4192,high_fragmentation
_P2_staging/35kV并联电抗器电流电压回路(B066-500-2201)wm666.taobao.com#panel_000,_P2_staging/35kV并联电抗器电流电压回路(B066-500-2201)wm666.taobao.com,test,P2,_P2_staging,0,1,full,datas/qa_and_png/P2_oda_output/35kV并联电抗器电流电压回路(B066-500-2201)wm666.taobao.com.png,"-25.0,-10.0,374.3357,254.475",outputs/normalized_geometry/_P2_staging/35kV并联电抗器电流电压回路(B066-500-2201)wm666.taobao.com.normalized.json,outputs/topology_graph/_P2_staging/35kV并联电抗器电流电压回路(B066-500-2201)wm666.taobao.com.topology.v0.json,outputs/topology_panel_v1/_P2_staging/35kV并联电抗器电流电压回路(B066-500-2201)wm666.taobao.com#panel_000.topology.v1.json,ok,,209,149,218,71,73,4,203,216,26,0.0602,0.2315,0.2395,
_P2_staging/35kV母线电压互感器二次接线安装图(B066-500-0802)wm666.taobao.com#panel_000,_P2_staging/35kV母线电压互感器二次接线安装图(B066-500-0802)wm666.taobao.com,train,P2,_P2_staging,0,1,full,datas/qa_and_png/P2_oda_output/35kV母线电压互感器二次接线安装图(B066-500-0802)wm666.taobao.com.png,"-25.1651,-332.5331,564.517,393.6387",outputs/normalized_geometry/_P2_staging/35kV母线电压互感器二次接线安装图(B066-500-0802)wm666.taobao.com.normalized.json,outputs/topology_graph/_P2_staging/35kV母线电压互感器二次接线安装图(B066-500-0802)wm666.taobao.com.topology.v0.json,outputs/topology_panel_v1/_P2_staging/35kV母线电压互感器二次接线安装图(B066-500-0802)wm666.taobao.com#panel_000.topology.v1.json,ok,,1939,1136,4099,2016,3036,15,2686,4078,103,0.0115,0.2715,0.4677,
_P2_staging/35kV母线电压互感器二次接线安装图(B066-500-2002)wm666.taobao.com#panel_000,_P2_staging/35kV母线电压互感器二次接线安装图(B066-500-2002)wm666.taobao.com,val,P2,_P2_staging,0,1,full,datas/qa_and_png/P2_oda_output/35kV母线电压互感器二次接线安装图(B066-500-2002)wm666.taobao.com.png,"-25.0,-330.5091,696.0819,392.0267",outputs/normalized_geometry/_P2_staging/35kV母线电压互感器二次接线安装图(B066-500-2002)wm666.taobao.com.normalized.json,outputs/topology_graph/_P2_staging/35kV母线电压互感器二次接线安装图(B066-500-2002)wm666.taobao.com.topology.v0.json,outputs/topology_panel_v1/_P2_staging/35kV母线电压互感器二次接线安装图(B066-500-2002)wm666.taobao.com#panel_000.topology.v1.json,ok,,1904,1184,4328,2141,3230,16,2870,4319,113,0.0111,0.2628,0.5104,
_P2_staging/35kV母线电压互感器在监控柜上的端子排(B066-500-1907)wm666.taobao.com#panel_000,_P2_staging/35kV母线电压互感器在监控柜上的端子排(B066-500-1907)wm666.taobao.com,train,P2,_P2_staging,0,1,full,datas/qa_and_png/P2_oda_output/35kV母线电压互感器在监控柜上的端子排(B066-500-1907)wm666.taobao.com.png,"-26.3529,-343.7292,596.4999,276.6994",outputs/normalized_geometry/_P2_staging/35kV母线电压互感器在监控柜上的端子排(B066-500-1907)wm666.taobao.com.normalized.json,outputs/topology_graph/_P2_staging/35kV母线电压互感器在监控柜上的端子排(B066-500-1907)wm666.taobao.com.topology.v0.json,outputs/topology_panel_v1/_P2_staging/35kV母线电压互感器在监控柜上的端子排(B066-500-1907)wm666.taobao.com#panel_000.topology.v1.json,ok,,872,383,1841,1038,1490,0,1089,1836,7,0.0016,0.3045,0.4396,
_P2_staging/35kV母线电压互感器在监控柜上的端子排(B066-500-2206)wm666.taobao.com#panel_000,_P2_staging/35kV母线电压互感器在监控柜上的端子排(B066-500-2206)wm666.taobao.com,val,P2,_P2_staging,0,1,full,datas/qa_and_png/P2_oda_output/35kV母线电压互感器在监控柜上的端子排(B066-500-2206)wm666.taobao.com.png,"-25.0,-10.0,375.62,215.9908",outputs/normalized_geometry/_P2_staging/35kV母线电压互感器在监控柜上的端子排(B066-500-2206)wm666.taobao.com.normalized.json,outputs/topology_graph/_P2_staging/35kV母线电压互感器在监控柜上的端子排(B066-500-2206)wm666.taobao.com.topology.v0.json,outputs/topology_panel_v1/_P2_staging/35kV母线电压互感器在监控柜上的端子排(B066-500-2206)wm666.taobao.com#panel_000.topology.v1.json,ok,,308,129,583,299,459,0,386,583,12,0.0189,0.9811,0.23,dominant_component
_P2_staging/35kV母线电压互感器接线图(B066-500-1903)wm666.taobao.com#panel_000,_P2_staging/35kV母线电压互感器接线图(B066-500-1903)wm666.taobao.com,train,P2,_P2_staging,0,1,full,datas/qa_and_png/P2_oda_output/35kV母线电压互感器接线图(B066-500-1903)wm666.taobao.com.png,"-28.9277,-351.8044,843.9775,376.5254",outputs/normalized_geometry/_P2_staging/35kV母线电压互感器接线图(B066-500-1903)wm666.taobao.com.normalized.json,outputs/topology_graph/_P2_staging/35kV母线电压互感器接线图(B066-500-1903)wm666.taobao.com.topology.v0.json,outputs/topology_panel_v1/_P2_staging/35kV母线电压互感器接线图(B066-500-1903)wm666.taobao.com#panel_000.topology.v1.json,ok,,1294,882,1365,409,505,9,1393,1363,251,0.1012,0.0873,0.5684,high_fragmentation
_P2_staging/35kV母线电压互感器接线图(B066-500-2203)wm666.taobao.com#panel_000,_P2_staging/35kV母线电压互感器接线图(B066-500-2203)wm666.taobao.com,train,P2,_P2_staging,0,1,full,datas/qa_and_png/P2_oda_output/35kV母线电压互感器接线图(B066-500-2203)wm666.taobao.com.png,"-27.6491,-345.4623,847.0703,374.3818",outputs/normalized_geometry/_P2_staging/35kV母线电压互感器接线图(B066-500-2203)wm666.taobao.com.normalized.json,outputs/topology_graph/_P2_staging/35kV母线电压互感器接线图(B066-500-2203)wm666.taobao.com.topology.v0.json,outputs/topology_panel_v1/_P2_staging/35kV母线电压互感器接线图(B066-500-2203)wm666.taobao.com#panel_000.topology.v1.json,ok,,1317,850,1360,428,556,16,1343,1355,203,0.0561,0.0679,0.5664,high_fragmentation
_P2_staging/35kV电压二次接线图wm666.taobao.com#panel_000,_P2_staging/35kV电压二次接线图wm666.taobao.com,train,P2,_P2_staging,0,1,full,datas/qa_and_png/P2_oda_output/35kV电压二次接线图wm666.taobao.com.png,"0.0,0.0,800.0,500.0",outputs/normalized_geometry/_P2_staging/35kV电压二次接线图wm666.taobao.com.normalized.json,outputs/topology_graph/_P2_staging/35kV电压二次接线图wm666.taobao.com.topology.v0.json,outputs/topology_panel_v1/_P2_staging/35kV电压二次接线图wm666.taobao.com#panel_000.topology.v1.json,ok,,308,194,764,370,574,3,509,761,23,0.0145,0.8936,0.4717,
_P2_staging/35kV电压图wm666.taobao.com#panel_000,_P2_staging/35kV电压图wm666.taobao.com,train,P2,_P2_staging,0,1,full,datas/qa_and_png/P2_oda_output/35kV电压图wm666.taobao.com.png,"0.0,0.0,800.0,500.0",outputs/normalized_geometry/_P2_staging/35kV电压图wm666.taobao.com.normalized.json,outputs/topology_graph/_P2_staging/35kV电压图wm666.taobao.com.topology.v0.json,outputs/topology_panel_v1/_P2_staging/35kV电压图wm666.taobao.com#panel_000.topology.v1.json,ok,,306,194,764,370,574,3,509,761,23,0.0145,0.8936,0.4717,
_P2_staging/35kV线路保护屏面板图#panel_000,_P2_staging/35kV线路保护屏面板图,train,P2,_P2_staging,0,1,full,datas/qa_and_png/P2_oda_output/35kV线路保护屏面板图.png,"-127.1706,-207.7779,292.8294,89.2221",outputs/normalized_geometry/_P2_staging/35kV线路保护屏面板图.normalized.json,outputs/topology_graph/_P2_staging/35kV线路保护屏面板图.topology.v0.json,outputs/topology_panel_v1/_P2_staging/35kV线路保护屏面板图#panel_000.topology.v1.json,ok,,714,386,965,420,612,0,630,963,53,0.0,0.4995,0.2572,
_P2_staging/35kV线路保护屏面板图wm666.taobao.com#panel_000,_P2_staging/35kV线路保护屏面板图wm666.taobao.com,train,P2,_P2_staging,0,1,full,datas/qa_and_png/P2_oda_output/35kV线路保护屏面板图wm666.taobao.com.png,"-127.1706,-207.7779,292.8294,89.2221",outputs/normalized_geometry/_P2_staging/35kV线路保护屏面板图wm666.taobao.com.normalized.json,outputs/topology_graph/_P2_staging/35kV线路保护屏面板图wm666.taobao.com.topology.v0.json,outputs/topology_panel_v1/_P2_staging/35kV线路保护屏面板图wm666.taobao.com#panel_000.topology.v1.json,ok,,714,386,965,420,612,0,630,963,53,0.0,0.4995,0.2572,
_P2_staging/35kV线路平断面图#panel_000,_P2_staging/35kV线路平断面图,train,P2,_P2_staging,0,1,full,datas/qa_and_png/P2_oda_output/35kV线路平断面图.png,"-55.0,-70.0,539.0,350.0",outputs/normalized_geometry/_P2_staging/35kV线路平断面图.normalized.json,outputs/topology_graph/_P2_staging/35kV线路平断面图.topology.v0.json,outputs/topology_panel_v1/_P2_staging/35kV线路平断面图#panel_000.topology.v1.json,ok,,1151,1013,1244,209,277,3,1089,1184,6,0.0,0.9578,0.3637,dominant_component
_P2_staging/35kV线路控制屏（屏面布置图）#panel_000,_P2_staging/35kV线路控制屏（屏面布置图）,train,P2,_P2_staging,0,1,full,datas/qa_and_png/P2_oda_output/35kV线路控制屏（屏面布置图）.png,"-127.1706,-207.7779,292.8294,89.2221",outputs/normalized_geometry/_P2_staging/35kV线路控制屏（屏面布置图）.normalized.json,outputs/topology_graph/_P2_staging/35kV线路控制屏（屏面布置图）.topology.v0.json,outputs/topology_panel_v1/_P2_staging/35kV线路控制屏（屏面布置图）#panel_000.topology.v1.json,ok,,779,448,1358,806,1260,0,726,1356,64,0.0162,0.5811,0.2572,
_P2_staging/35kV线路控制屏（屏面布置图）wm666.taobao.com#panel_000,_P2_staging/35kV线路控制屏（屏面布置图）wm666.taobao.com,train,P2,_P2_staging,0,1,full,datas/qa_and_png/P2_oda_output/35kV线路控制屏（屏面布置图）wm666.taobao.com.png,"-127.1706,-207.7779,292.8294,89.2221",outputs/normalized_geometry/_P2_staging/35kV线路控制屏（屏面布置图）wm666.taobao.com.normalized.json,outputs/topology_graph/_P2_staging/35kV线路控制屏（屏面布置图）wm666.taobao.com.topology.v0.json,outputs/topology_panel_v1/_P2_staging/35kV线路控制屏（屏面布置图）wm666.taobao.com#panel_000.topology.v1.json,ok,,779,448,1358,806,1260,0,726,1356,64,0.0162,0.5811,0.2572,
_P2_staging/35kV负荷隔离开关机构箱控制原理图#panel_000,_P2_staging/35kV负荷隔离开关机构箱控制原理图,train,P2,_P2_staging,0,1,full,datas/qa_and_png/P2_oda_output/35kV负荷隔离开关机构箱控制原理图.png,"-282.1866,-357.6348,319.2558,233.0726",outputs/normalized_geometry/_P2_staging/35kV负荷隔离开关机构箱控制原理图.normalized.json,outputs/topology_graph/_P2_staging/35kV负荷隔离开关机构箱控制原理图.topology.v0.json,outputs/topology_panel_v1/_P2_staging/35kV负荷隔离开关机构箱控制原理图#panel_000.topology.v1.json,ok,,215,116,215,87,115,1,179,215,18,0.0326,0.3814,0.4215,
_P2_staging/35kV送电线路工程电气施工图纸wm666.taobao.com#panel_000,_P2_staging/35kV送电线路工程电气施工图纸wm666.taobao.com,train,P2,_P2_staging,0,1,full,datas/qa_and_png/P2_oda_output/35kV送电线路工程电气施工图纸wm666.taobao.com.png,"639.0818,-909.2291,7590.0078,1407.6703",outputs/normalized_geometry/_P2_staging/35kV送电线路工程电气施工图纸wm666.taobao.com.normalized.json,outputs/topology_graph/_P2_staging/35kV送电线路工程电气施工图纸wm666.taobao.com.topology.v0.json,outputs/topology_panel_v1/_P2_staging/35kV送电线路工程电气施工图纸wm666.taobao.com#panel_000.topology.v1.json,ok,,16147,11493,28537,14244,20816,592,12447,21502,575,0.0131,0.0796,1.0,high_fragmentation
_P2_staging/35kV配电装置交流电流网络图(B066-500-0804)wm666.taobao.com#panel_000,_P2_staging/35kV配电装置交流电流网络图(B066-500-0804)wm666.taobao.com,train,P2,_P2_staging,0,1,full,datas/qa_and_png/P2_oda_output/35kV配电装置交流电流网络图(B066-500-0804)wm666.taobao.com.png,"-25.5278,-328.9465,585.1693,233.6715",outputs/normalized_geometry/_P2_staging/35kV配电装置交流电流网络图(B066-500-0804)wm666.taobao.com.normalized.json,outputs/topology_graph/_P2_staging/35kV配电装置交流电流网络图(B066-500-0804)wm666.taobao.com.topology.v0.json,outputs/topology_panel_v1/_P2_staging/35kV配电装置交流电流网络图(B066-500-0804)wm666.taobao.com#panel_000.topology.v1.json,ok,,655,552,1618,738,1304,26,1025,1438,37,0.0146,0.4388,0.4152,
_P2_staging/35kV配电装置交流电源网络图(B066-500-2003)wm666.taobao.com#panel_000,_P2_staging/35kV配电装置交流电源网络图(B066-500-2003)wm666.taobao.com,val,P2,_P2_staging,0,1,full,datas/qa_and_png/P2_oda_output/35kV配电装置交流电源网络图(B066-500-2003)wm666.taobao.com.png,"-26.9089,-343.3672,584.0819,257.1361",outputs/normalized_geometry/_P2_staging/35kV配电装置交流电源网络图(B066-500-2003)wm666.taobao.com.normalized.json,outputs/topology_graph/_P2_staging/35kV配电装置交流电源网络图(B066-500-2003)wm666.taobao.com.topology.v0.json,outputs/topology_panel_v1/_P2_staging/35kV配电装置交流电源网络图(B066-500-2003)wm666.taobao.com#panel_000.topology.v1.json,ok,,564,572,1505,741,992,15,1119,1462,10,0.0,0.4364,0.4283,
_P2_staging/35kV配电装置电缆敷设图(B066-500-1003)wm666.taobao.com#panel_000,_P2_staging/35kV配电装置电缆敷设图(B066-500-1003)wm666.taobao.com,train,P2,_P2_staging,0,1,full,datas/qa_and_png/P2_oda_output/35kV配电装置电缆敷设图(B066-500-1003)wm666.taobao.com.png,"-0.0,-337.0825,617.3834,283.4353",outputs/normalized_geometry/_P2_staging/35kV配电装置电缆敷设图(B066-500-1003)wm666.taobao.com.normalized.json,outputs/topology_graph/_P2_staging/35kV配电装置电缆敷设图(B066-500-1003)wm666.taobao.com.topology.v0.json,outputs/topology_panel_v1/_P2_staging/35kV配电装置电缆敷设图(B066-500-1003)wm666.taobao.com#panel_000.topology.v1.json,ok,,1724,1470,3112,1325,1746,9,2023,3016,102,0.0162,0.4012,0.4377,
_P2_staging/35kV高压开关柜方案组合#panel_000,_P2_staging/35kV高压开关柜方案组合,train,P2,_P2_staging,0,1,full,datas/qa_and_png/P2_oda_output/35kV高压开关柜方案组合.png,"73.2796,43638.8545,119507.0003,93179.9754",outputs/normalized_geometry/_P2_staging/35kV高压开关柜方案组合.normalized.json,outputs/topology_graph/_P2_staging/35kV高压开关柜方案组合.topology.v0.json,outputs/topology_panel_v1/_P2_staging/35kV高压开关柜方案组合#panel_000.topology.v1.json,ok,,3992,3329,5928,1385,2602,2,4064,3839,944,0.0534,0.0148,1.0,high_fragmentation
