panel_id,parent_drawing_key,split,phase,severity,anomaly_type,split_method,status,quality_flags,v1_edge_count,v1_node_count,v1_net_count,v1_isolated_edge_ratio,v1_largest_net_edge_ratio,intersection_count,panel_png_path,topology_v1_panel_json_path,model_review_label,model_confidence,model_needs_human_review,model_reason,review_label,comment
_P3_staging_batch4/某学校系统图及接线图#panel_000,_P3_staging_batch4/某学校系统图及接线图,train,P3,high,no_edges_or_no_nets,image_components,ok,no_edges;no_nets,0,0,0,0.0,0.0,0,outputs/panels/P3/P3_staging_batch4__某学校系统图及接线图__panel_000.png,outputs/topology_panel_v1/_P3_staging_batch4/某学校系统图及接线图#panel_000.topology.v1.json,still_fragmented,0.9,True,"The extracted v1 topology graph is completely empty with no detected topology elements, rendering it too fragmented for baseline use despite the panel being a valid coherent topology target.",still_fragmented,"model: The extracted v1 topology graph is completely empty with no detected topology elements, rendering it too fragmented for baseline use despite the panel being a valid coherent topology target."
_P3_staging_batch2/10KV配变电房工程典型设计图纸wm666.taobao.com#panel_000,_P3_staging_batch2/10KV配变电房工程典型设计图纸wm666.taobao.com,train,P3,medium,high_fragmentation,full,ok,high_fragmentation,188691,143667,17100,0.0458,0.0102,94450,datas/qa_and_png/P3_oda_output/10KV配变电房工程典型设计图纸wm666.taobao.com.png,outputs/topology_panel_v1/_P3_staging_batch2/10KV配变电房工程典型设计图纸wm666.taobao.com#panel_000.topology.v1.json,needs_panel_split,0.98,True,"The image contains multiple distinct, visually independent separated drawing panels that correspond to different volume description pages, requiring splitting before topology graph processing.",bad_geometry,"model: The image contains multiple distinct, visually independent separated drawing panels that correspond to different volume description pages, requiring splitting before topology graph processing."
_P2_staging/35KV二次图#panel_000,_P2_staging/35KV二次图,train,P2,medium,high_fragmentation,full,ok,high_fragmentation,90659,58058,4276,0.0291,0.0298,91444,datas/qa_and_png/P2_oda_output/35KV二次图.png,outputs/topology_panel_v1/_P2_staging/35KV二次图#panel_000.topology.v1.json,needs_panel_split,0.98,True,"The image contains dozens of independent, separated sub-diagrams for different electrical cabinets that require splitting into individual panels before topology graph generation.",bad_geometry,
_P2_staging/电站、变电所电气及设备12#panel_000,_P2_staging/电站、变电所电气及设备12,train,P2,medium,high_fragmentation,full,ok,high_fragmentation,80880,59981,2635,0.0119,0.1441,32345,datas/qa_and_png/P2_oda_output/电站、变电所电气及设备12.png,outputs/topology_panel_v1/_P2_staging/电站、变电所电气及设备12#panel_000.topology.v1.json,needs_panel_split,0.98,True,"The image contains multiple separate, independent CAD drawing panels that must be split into individual units before topology graph processing.",bad_geometry,
_P2_staging/武汉某35kV变配电所电气二次设计图wm666.taobao.com#panel_000,_P2_staging/武汉某35kV变配电所电气二次设计图wm666.taobao.com,train,P2,medium,high_fragmentation,full,ok,high_fragmentation,78676,62978,7370,0.036,0.0185,33877,datas/qa_and_png/P2_oda_output/武汉某35kV变配电所电气二次设计图wm666.taobao.com.png,outputs/topology_panel_v1/_P2_staging/武汉某35kV变配电所电气二次设计图wm666.taobao.com#panel_000.topology.v1.json,needs_panel_split,0.98,True,The image contains dozens of independent separate sub-diagram panels arranged in a grid that require splitting before topology graph generation.,bad_geometry,
_P2_staging/变电站全套建筑图wm666.taobao.com#panel_000,_P2_staging/变电站全套建筑图wm666.taobao.com,train,P2,medium,high_fragmentation,full,ok,high_fragmentation,72296,47628,2141,0.0089,0.0715,37079,datas/qa_and_png/P2_oda_output/变电站全套建筑图wm666.taobao.com.png,outputs/topology_panel_v1/_P2_staging/变电站全套建筑图wm666.taobao.com#panel_000.topology.v1.json,needs_panel_split,0.98,True,"The image contains multiple distinct, independent framed sub-diagrams including building plans, elevations, tables, and detail drawings that must be split into individual panels before any topology processing.",bad_geometry,
_P2_staging/商场10KV变电所接线图#panel_000,_P2_staging/商场10KV变电所接线图,train,P2,medium,high_fragmentation,full,ok,high_fragmentation,54751,42917,4175,0.0193,0.0316,23592,datas/qa_and_png/P2_oda_output/商场10KV变电所接线图.png,outputs/topology_panel_v1/_P2_staging/商场10KV变电所接线图#panel_000.topology.v1.json,needs_panel_split,0.99,True,The input image contains dozens of independent separated diagram panels that must be split prior to individual topology graph processing.,bad_geometry,
_P2_staging/商场10KV变电所接线图wm666.taobao.com#panel_000,_P2_staging/商场10KV变电所接线图wm666.taobao.com,train,P2,medium,high_fragmentation,full,ok,high_fragmentation,54751,42917,4175,0.0193,0.0316,23592,datas/qa_and_png/P2_oda_output/商场10KV变电所接线图wm666.taobao.com.png,outputs/topology_panel_v1/_P2_staging/商场10KV变电所接线图wm666.taobao.com#panel_000.topology.v1.json,needs_panel_split,0.98,True,The input panel contains many independent separated CAD diagram sheets that require splitting into individual panels before topology graph generation.,bad_geometry,
_P2_staging/[E-1~2(总图)、ET-7~13(通用图)、ET2-1~5(通用图A3A4#)、E-31~37(A2#楼)]A2~A4#楼变电所及总平20130319#panel_000,_P2_staging/[E-1~2(总图)、ET-7~13(通用图)、ET2-1~5(通用图A3A4#)、E-31~37(A2#楼)]A2~A4#楼变电所及总平20130319,train,P2,medium,high_fragmentation,full,ok,high_fragmentation,53813,43396,5174,0.0357,0.0589,23423,datas/qa_and_png/P2_oda_output/[E-1~2(总图)、ET-7~13(通用图)、ET2-1~5(通用图A3A4#)、E-31~37(A2#楼)]A2~A4#楼变电所及总平20130319.png,outputs/topology_panel_v1/_P2_staging/[E-1~2(总图)、ET-7~13(通用图)、ET2-1~5(通用图A3A4#)、E-31~37(A2#楼)]A2~A4#楼变电所及总平20130319#panel_000.topology.v1.json,needs_panel_split,0.98,True,"The image contains multiple independent, separated CAD diagram subfigures that require splitting into individual panels before topology graph generation.",bad_geometry,
_P3_staging_batch1/10KV开关站二次图纸#panel_000,_P3_staging_batch1/10KV开关站二次图纸,train,P3,medium,high_fragmentation,full,ok,high_fragmentation,52477,46070,5179,0.0519,0.0347,18675,datas/qa_and_png/P3_oda_output/10KV开关站二次图纸.png,outputs/topology_panel_v1/_P3_staging_batch1/10KV开关站二次图纸#panel_000.topology.v1.json,needs_panel_split,0.99,True,"The sheet contains multiple visually independent, separated sub-diagrams that must be split into individual panels before topology processing.",needs_panel_split,
_P3_staging_batch1/10KV高压开关柜原理图#panel_000,_P3_staging_batch1/10KV高压开关柜原理图,train,P3,medium,high_fragmentation,full,ok,high_fragmentation,49233,38850,4247,0.0424,0.0111,19952,datas/qa_and_png/P3_oda_output/10KV高压开关柜原理图.png,outputs/topology_panel_v1/_P3_staging_batch1/10KV高压开关柜原理图#panel_000.topology.v1.json,needs_panel_split,0.99,True,The image contains multiple independent separated schematic sub-diagrams arranged in a grid that must be split into individual panels before topology graph use.,bad_geometry,
_P2_staging/35KV变电站全套电气二次图#panel_000,_P2_staging/35KV变电站全套电气二次图,train,P2,medium,high_fragmentation,full,ok,high_fragmentation,47978,36434,3342,0.0343,0.0218,21054,datas/qa_and_png/P2_oda_output/35KV变电站全套电气二次图.png,outputs/topology_panel_v1/_P2_staging/35KV变电站全套电气二次图#panel_000.topology.v1.json,needs_panel_split,0.99,True,The panel contains dozens of independent separated sub-diagrams arranged in a grid that must be split into individual panels before topology graph generation.,bad_geometry,
_P2_staging/35KV变电站全套电气二次图2#panel_000,_P2_staging/35KV变电站全套电气二次图2,train,P2,medium,high_fragmentation,full,ok,high_fragmentation,47978,36434,3342,0.0343,0.0218,21054,datas/qa_and_png/P2_oda_output/35KV变电站全套电气二次图2.png,outputs/topology_panel_v1/_P2_staging/35KV变电站全套电气二次图2#panel_000.topology.v1.json,needs_panel_split,0.99,True,"The input image contains dozens of distinct, independent sub-diagrams arranged in a grid, each enclosed in its own border, so they must be split into individual panels before topology graph processing.",bad_geometry,
_P2_staging/35KV变电站全套电气二次图wm666.taobao.com#panel_000,_P2_staging/35KV变电站全套电气二次图wm666.taobao.com,train,P2,medium,high_fragmentation,full,ok,high_fragmentation,47978,36434,3342,0.0343,0.0218,21054,datas/qa_and_png/P2_oda_output/35KV变电站全套电气二次图wm666.taobao.com.png,outputs/topology_panel_v1/_P2_staging/35KV变电站全套电气二次图wm666.taobao.com#panel_000.topology.v1.json,needs_panel_split,0.99,True,"The panel contains dozens of independent, separated sub-diagrams arranged in a grid that must be split into individual panels before topology processing.",bad_geometry,
_P2_staging/0武汉某35变电所一次部分施工图wm666.taobao.com#panel_000,_P2_staging/0武汉某35变电所一次部分施工图wm666.taobao.com,train,P2,medium,high_fragmentation,full,ok,high_fragmentation,47424,41835,5518,0.0343,0.048,17480,datas/qa_and_png/P2_oda_output/0武汉某35变电所一次部分施工图wm666.taobao.com.png,outputs/topology_panel_v1/_P2_staging/0武汉某35变电所一次部分施工图wm666.taobao.com#panel_000.topology.v1.json,needs_panel_split,0.98,True,"The panel contains multiple independent, visually separated subfigures, diagrams, and tables that require splitting into individual panels before topology graph processing.",needs_panel_split,"model: The panel contains multiple independent, visually separated subfigures, diagrams, and tables that require splitting into individual panels before topology graph processing."
_P2_staging/B-变电所-办公楼201411.19_t3#panel_000,_P2_staging/B-变电所-办公楼201411.19_t3,train,P2,medium,high_fragmentation,full,ok,high_fragmentation,45715,35016,4739,0.0255,0.0424,12985,datas/qa_and_png/P2_oda_output/B-变电所-办公楼201411.19_t3.png,outputs/topology_panel_v1/_P2_staging/B-变电所-办公楼201411.19_t3#panel_000.topology.v1.json,needs_panel_split,0.98,True,"The single input image contains many visually independent, separated CAD diagram panels each with distinct topology content, requiring splitting before further processing.",bad_geometry,
_P2_staging/500KV变电站直流系统图纸#panel_000,_P2_staging/500KV变电站直流系统图纸,val,P2,medium,high_fragmentation,full,ok,high_fragmentation,44044,43654,6389,0.1003,0.0132,14535,datas/qa_and_png/P2_oda_output/500KV变电站直流系统图纸.png,outputs/topology_panel_v1/_P2_staging/500KV变电站直流系统图纸#panel_000.topology.v1.json,needs_panel_split,0.99,True,The image contains multiple visually independent separated CAD diagrams that must be split into individual panels prior to topology graph generation.,needs_panel_split,model: The image contains multiple visually independent separated CAD diagrams that must be split into individual panels prior to topology graph generation.
_P2_staging/500KV变电站直流系统图纸wm666.taobao.com#panel_000,_P2_staging/500KV变电站直流系统图纸wm666.taobao.com,train,P2,medium,high_fragmentation,full,ok,high_fragmentation,44044,43654,6389,0.1003,0.0132,14535,datas/qa_and_png/P2_oda_output/500KV变电站直流系统图纸wm666.taobao.com.png,outputs/topology_panel_v1/_P2_staging/500KV变电站直流系统图纸wm666.taobao.com#panel_000.topology.v1.json,needs_panel_split,0.99,True,"The image contains multiple visually separate independent wiring diagram panels each with their own title blocks, that must be split before topology processing.",needs_panel_split,"model: The image contains multiple visually separate independent wiring diagram panels each with their own title blocks, that must be split before topology processing."
_P2_staging/电站、变电所电气及设备01#panel_000,_P2_staging/电站、变电所电气及设备01,train,P2,medium,high_fragmentation,full,ok,high_fragmentation,42185,34129,2197,0.0224,0.0248,18352,datas/qa_and_png/P2_oda_output/电站、变电所电气及设备01.png,outputs/topology_panel_v1/_P2_staging/电站、变电所电气及设备01#panel_000.topology.v1.json,needs_panel_split,0.99,True,"The image contains a grid of multiple independent, separated CAD drawing panels that must be split into individual panels before topology graph processing.",needs_panel_split,"model: The image contains a grid of multiple independent, separated CAD drawing panels that must be split into individual panels before topology graph processing."
_P2_staging/水泥厂35KV变电站设计全套图纸#panel_000,_P2_staging/水泥厂35KV变电站设计全套图纸,test,P2,medium,high_fragmentation,full,ok,high_fragmentation,39541,28035,2858,0.0316,0.0567,22061,datas/qa_and_png/P2_oda_output/水泥厂35KV变电站设计全套图纸.png,outputs/topology_panel_v1/_P2_staging/水泥厂35KV变电站设计全套图纸#panel_000.topology.v1.json,needs_panel_split,0.99,True,"The image contains many distinct, independent electrical schematic panels that must be split into individual separate panels before topology graph processing.",needs_panel_split,"model: The image contains many distinct, independent electrical schematic panels that must be split into individual separate panels before topology graph processing."
_P3_staging_batch1/某配电工程10kV杆型一缆图#panel_000,_P3_staging_batch1/某配电工程10kV杆型一缆图,train,P3,medium,high_fragmentation,full,ok,high_fragmentation,36617,29507,2783,0.0398,0.0669,13964,datas/qa_and_png/P3_oda_output/某配电工程10kV杆型一缆图.png,outputs/topology_panel_v1/_P3_staging_batch1/某配电工程10kV杆型一缆图#panel_000.topology.v1.json,needs_panel_split,0.98,True,"The image contains multiple independent separate 10kV pole type diagram panels, each with independent content requiring splitting before topology processing.",needs_panel_split,"model: The image contains multiple independent separate 10kV pole type diagram panels, each with independent content requiring splitting before topology processing."
_P3_staging_batch2/10kV-中置柜进线电气图纸#panel_000,_P3_staging_batch2/10kV-中置柜进线电气图纸,train,P3,medium,high_fragmentation,full,ok,high_fragmentation,34885,31411,2901,0.0078,0.0441,5223,datas/qa_and_png/P3_oda_output/10kV-中置柜进线电气图纸.png,outputs/topology_panel_v1/_P3_staging_batch2/10kV-中置柜进线电气图纸#panel_000.topology.v1.json,still_fragmented,0.95,True,"The generated topology graph is severely fragmented, lacking a dominant coherent network to represent the single electrical diagram panel.",still_fragmented,"model: The generated topology graph is severely fragmented, lacking a dominant coherent network to represent the single electrical diagram panel."
_P3_staging_batch1/自行车有限10KV变电室#panel_000,_P3_staging_batch1/自行车有限10KV变电室,train,P3,medium,high_fragmentation,full,ok,high_fragmentation,27687,25287,3221,0.0341,0.0442,7745,datas/qa_and_png/P3_oda_output/自行车有限10KV变电室.png,outputs/topology_panel_v1/_P3_staging_batch1/自行车有限10KV变电室#panel_000.topology.v1.json,needs_panel_split,0.98,True,The image contains multiple visually independent separate CAD sub-diagrams that must be split into individual panels before topology graph generation.,needs_panel_split,model: The image contains multiple visually independent separate CAD sub-diagrams that must be split into individual panels before topology graph generation.
_P2_staging/10KV变电站电气图wm666.taobao.com#panel_000,_P2_staging/10KV变电站电气图wm666.taobao.com,test,P2,medium,high_fragmentation,full,ok,high_fragmentation,26963,22351,2746,0.0531,0.0521,10472,datas/qa_and_png/P2_oda_output/10KV变电站电气图wm666.taobao.com.png,outputs/topology_panel_v1/_P2_staging/10KV变电站电气图wm666.taobao.com#panel_000.topology.v1.json,needs_panel_split,0.99,True,"The image contains multiple distinct, independent electrical diagram sub-panels that require splitting before individual topology processing.",needs_panel_split,"model: The image contains multiple distinct, independent electrical diagram sub-panels that require splitting before individual topology processing."
_P2_staging/某10KV变电站电气完整版图纸wm666.taobao.com#panel_000,_P2_staging/某10KV变电站电气完整版图纸wm666.taobao.com,train,P2,medium,high_fragmentation,full,ok,high_fragmentation,26963,22351,2746,0.0531,0.0521,10472,datas/qa_and_png/P2_oda_output/某10KV变电站电气完整版图纸wm666.taobao.com.png,outputs/topology_panel_v1/_P2_staging/某10KV变电站电气完整版图纸wm666.taobao.com#panel_000.topology.v1.json,needs_panel_split,0.99,True,"The image contains multiple distinct, visually separated independent electrical sub-diagrams that must be split into individual panels before topology graph processing.",needs_panel_split,"model: The image contains multiple distinct, visually separated independent electrical sub-diagrams that must be split into individual panels before topology graph processing."
_P2_staging/某煤矿变电所电气系统图wm666.taobao.com#panel_000,_P2_staging/某煤矿变电所电气系统图wm666.taobao.com,val,P2,medium,high_fragmentation,full,ok,high_fragmentation,26128,28036,3501,0.0435,0.0243,3068,datas/qa_and_png/P2_oda_output/某煤矿变电所电气系统图wm666.taobao.com.png,outputs/topology_panel_v1/_P2_staging/某煤矿变电所电气系统图wm666.taobao.com#panel_000.topology.v1.json,still_fragmented,0.9,True,"Extracted topology is highly fragmented, far too split into small disconnected components to form a coherent usable baseline graph.",still_fragmented,"model: Extracted topology is highly fragmented, far too split into small disconnected components to form a coherent usable baseline graph."
_P2_staging/某机械工厂变电所全套图-t3#panel_000,_P2_staging/某机械工厂变电所全套图-t3,train,P2,medium,high_fragmentation,full,ok,high_fragmentation,24641,22368,2885,0.0525,0.0266,8740,datas/qa_and_png/P2_oda_output/某机械工厂变电所全套图-t3.png,outputs/topology_panel_v1/_P2_staging/某机械工厂变电所全套图-t3#panel_000.topology.v1.json,needs_panel_split,0.99,True,The image contains 9 distinct visually independent separated panels with different content types that must be split before topology graph processing.,needs_panel_split,model: The image contains 9 distinct visually independent separated panels with different content types that must be split before topology graph processing.
_P2_staging/某机械工厂变电所全套图wm666.taobao.com#panel_000,_P2_staging/某机械工厂变电所全套图wm666.taobao.com,train,P2,medium,high_fragmentation,full,ok,high_fragmentation,24641,22368,2885,0.0525,0.0266,8740,datas/qa_and_png/P2_oda_output/某机械工厂变电所全套图wm666.taobao.com.png,outputs/topology_panel_v1/_P2_staging/某机械工厂变电所全套图wm666.taobao.com#panel_000.topology.v1.json,needs_panel_split,0.98,True,The image contains multiple visually independent separated diagram panels that require splitting before topology graph generation.,needs_panel_split,model: The image contains multiple visually independent separated diagram panels that require splitting before topology graph generation.
_P3_staging_batch3/某化工厂10KV供电系统全套电气图纸wm666.taobao.com#panel_000,_P3_staging_batch3/某化工厂10KV供电系统全套电气图纸wm666.taobao.com,train,P3,medium,high_fragmentation,full,ok,high_fragmentation,24066,23030,2477,0.0312,0.0233,8436,datas/qa_and_png/P3_oda_output/某化工厂10KV供电系统全套电气图纸wm666.taobao.com.png,outputs/topology_panel_v1/_P3_staging_batch3/某化工厂10KV供电系统全套电气图纸wm666.taobao.com#panel_000.topology.v1.json,needs_panel_split,0.99,True,"The input image contains multiple distinct, visually separated independent sub-diagrams that must be split into individual panels before topology graph processing.",needs_panel_split,"model: The input image contains multiple distinct, visually separated independent sub-diagrams that must be split into individual panels before topology graph processing."
_P2_staging/35kV变电站新建工程电气施工图纸（含初步设计说明书）#panel_000,_P2_staging/35kV变电站新建工程电气施工图纸（含初步设计说明书）,test,P2,medium,high_fragmentation,full,ok,high_fragmentation,23484,18704,2031,0.0203,0.0796,11137,datas/qa_and_png/P2_oda_output/35kV变电站新建工程电气施工图纸（含初步设计说明书）.png,outputs/topology_panel_v1/_P2_staging/35kV变电站新建工程电气施工图纸（含初步设计说明书）#panel_000.topology.v1.json,needs_panel_split,0.99,True,The image contains dozens of independent separate bordered CAD drawing panels that must be split into individual panels before topology graph processing.,needs_panel_split,model: The image contains dozens of independent separate bordered CAD drawing panels that must be split into individual panels before topology graph processing.
_P2_staging/35kV变电站新建工程电气施工图纸（含初步设计说明书）wm666.taobao.com#panel_000,_P2_staging/35kV变电站新建工程电气施工图纸（含初步设计说明书）wm666.taobao.com,train,P2,medium,high_fragmentation,full,ok,high_fragmentation,23484,18704,2031,0.0203,0.0796,11137,datas/qa_and_png/P2_oda_output/35kV变电站新建工程电气施工图纸（含初步设计说明书）wm666.taobao.com.png,outputs/topology_panel_v1/_P2_staging/35kV变电站新建工程电气施工图纸（含初步设计说明书）wm666.taobao.com#panel_000.topology.v1.json,needs_panel_split,0.98,True,The image contains multiple independent separated engineering sub-diagrams that must be split into individual panels before topology graph processing.,needs_panel_split,model: The image contains multiple independent separated engineering sub-diagrams that must be split into individual panels before topology graph processing.
_P3_staging_batch1/某高层10KV配电图#panel_000,_P3_staging_batch1/某高层10KV配电图,test,P3,medium,high_fragmentation,full,ok,high_fragmentation,23439,21160,2100,0.0349,0.0655,8311,datas/qa_and_png/P3_oda_output/某高层10KV配电图.png,outputs/topology_panel_v1/_P3_staging_batch1/某高层10KV配电图#panel_000.topology.v1.json,needs_panel_split,0.99,True,"The image contains multiple independent, border-separated sub-diagrams that must be split into individual panels before topology graph processing.",needs_panel_split,"model: The image contains multiple independent, border-separated sub-diagrams that must be split into individual panels before topology graph processing."
_P2_staging/10kV变电所电气图#panel_000,_P2_staging/10kV变电所电气图,train,P2,medium,high_fragmentation,full,ok,high_fragmentation,23343,19211,2442,0.0582,0.0699,9683,datas/qa_and_png/P2_oda_output/10kV变电所电气图.png,outputs/topology_panel_v1/_P2_staging/10kV变电所电气图#panel_000.topology.v1.json,needs_panel_split,0.99,True,The image contains multiple independent separated electrical diagram panels that require splitting before topology processing.,needs_panel_split,model: The image contains multiple independent separated electrical diagram panels that require splitting before topology processing.
_P2_staging/变电所设计图#panel_000,_P2_staging/变电所设计图,train,P2,medium,high_fragmentation,full,ok,high_fragmentation,23242,19748,2870,0.068,0.0674,9245,datas/qa_and_png/P2_oda_output/变电所设计图.png,outputs/topology_panel_v1/_P2_staging/变电所设计图#panel_000.topology.v1.json,needs_panel_split,0.99,True,"The panel contains multiple visually independent separate diagrams, plans, and tables that must be split before topology graph processing.",needs_panel_split,"model: The panel contains multiple visually independent separate diagrams, plans, and tables that must be split before topology graph processing."
_P3_staging_batch1/10kv变电室二次系统图#panel_000,_P3_staging_batch1/10kv变电室二次系统图,val,P3,medium,high_fragmentation,full,ok,high_fragmentation,23216,21196,2804,0.0336,0.0298,6738,datas/qa_and_png/P3_oda_output/10kv变电室二次系统图.png,outputs/topology_panel_v1/_P3_staging_batch1/10kv变电室二次系统图#panel_000.topology.v1.json,needs_panel_split,0.99,True,The image contains multiple independent separated sub-diagrams that must be split before topology graph generation.,needs_panel_split,model: The image contains multiple independent separated sub-diagrams that must be split before topology graph generation.
_P2_staging/某变电所电气设计wm666.taobao.com#panel_000,_P2_staging/某变电所电气设计wm666.taobao.com,train,P2,medium,high_fragmentation,full,ok,high_fragmentation,18574,14943,1950,0.0388,0.1252,6787,datas/qa_and_png/P2_oda_output/某变电所电气设计wm666.taobao.com.png,outputs/topology_panel_v1/_P2_staging/某变电所电气设计wm666.taobao.com#panel_000.topology.v1.json,needs_panel_split,0.98,True,The input image contains multiple visually independent separated sub-diagrams that must be split into individual panels before topology graph processing.,needs_panel_split,model: The input image contains multiple visually independent separated sub-diagrams that must be split into individual panels before topology graph processing.
_P2_staging/电站、变电所电气及设备14#panel_000,_P2_staging/电站、变电所电气及设备14,val,P2,medium,high_fragmentation,full,ok,high_fragmentation,18574,14943,1950,0.0388,0.1252,6787,datas/qa_and_png/P2_oda_output/电站、变电所电气及设备14.png,outputs/topology_panel_v1/_P2_staging/电站、变电所电气及设备14#panel_000.topology.v1.json,needs_panel_split,0.99,True,The panel contains multiple visually independent separated diagram regions that require splitting before topology graph use.,needs_panel_split,model: The panel contains multiple visually independent separated diagram regions that require splitting before topology graph use.
_P3_staging_batch4/10kV箱式开关站外形图#panel_000,_P3_staging_batch4/10kV箱式开关站外形图,test,P3,medium,high_fragmentation,full,ok,high_fragmentation,17525,14407,2732,0.0013,0.129,2831,datas/qa_and_png/P3_oda_output/10kV箱式开关站外形图.png,outputs/topology_panel_v1/_P3_staging_batch4/10kV箱式开关站外形图#panel_000.topology.v1.json,not_topology_target,0.98,True,"The panel is an architectural outline drawing of a 10kV box switch station, not a wiring or network topology graph target.",bad_geometry,
_P3_staging_batch1/6kV二次接线图#panel_000,_P3_staging_batch1/6kV二次接线图,train,P3,medium,high_fragmentation,full,ok,high_fragmentation,17449,15235,2170,0.0569,0.0391,6393,datas/qa_and_png/P3_oda_output/6kV二次接线图.png,outputs/topology_panel_v1/_P3_staging_batch1/6kV二次接线图#panel_000.topology.v1.json,needs_panel_split,0.99,True,The input image contains multiple independent separated bounded diagram panels with no cross connections that require splitting before topology graph processing.,needs_panel_split,model: The input image contains multiple independent separated bounded diagram panels with no cross connections that require splitting before topology graph processing.
_P3_staging_batch3/商场照明动力总接线图#panel_000,_P3_staging_batch3/商场照明动力总接线图,train,P3,medium,high_fragmentation,full,ok,high_fragmentation,11785,12945,2040,0.1027,0.0465,3346,datas/qa_and_png/P3_oda_output/商场照明动力总接线图.png,outputs/topology_panel_v1/_P3_staging_batch3/商场照明动力总接线图#panel_000.topology.v1.json,needs_panel_split,0.99,True,"The image contains 7 visually independent, separated wiring diagram panels that must be split into individual units before topology graph generation.",needs_panel_split,"model: The image contains 7 visually independent, separated wiring diagram panels that must be split into individual units before topology graph generation."
_P1_staging/热电厂工程电气主接线#panel_000,_P1_staging/热电厂工程电气主接线,test,P1,medium,high_fragmentation,full,ok,high_fragmentation,10934,11361,2088,0.0651,0.0532,2830,datas/qa_and_png/P1_oda_output/热电厂工程电气主接线.png,outputs/topology_panel_v1/_P1_staging/热电厂工程电气主接线#panel_000.topology.v1.json,needs_panel_split,0.99,True,"The single panel crop contains 4 distinct independent sub-panels that must be split before topology graph processing, per prioritization rule for multiple separate diagrams.",needs_panel_split,"model: The single panel crop contains 4 distinct independent sub-panels that must be split before topology graph processing, per prioritization rule for multiple separate diagrams."
_P3_staging_batch1/01(PRCK-720-B变压器保护柜柜面布置图)#panel_000,_P3_staging_batch1/01(PRCK-720-B变压器保护柜柜面布置图),train,P3,medium,high_isolated_ratio,full,ok,high_isolated_ratio,557,617,200,0.3303,0.3842,174,datas/qa_and_png/P3_oda_output/01(PRCK-720-B变压器保护柜柜面布置图).png,outputs/topology_panel_v1/_P3_staging_batch1/01(PRCK-720-B变压器保护柜柜面布置图)#panel_000.topology.v1.json,needs_panel_split,0.9,True,The image contains multiple distinct independent subfigures and regions that must be split before further topology processing,needs_panel_split,model: The image contains multiple distinct independent subfigures and regions that must be split before further topology processing
_P3_staging_batch1/高压异步电机保护二次原理图#panel_003,_P3_staging_batch1/高压异步电机保护二次原理图,train,P3,medium,high_isolated_ratio,image_components,ok,high_isolated_ratio;high_fragmentation,157,217,68,0.3248,0.1465,29,outputs/panels/P3/P3_staging_batch1__高压异步电机保护二次原理图__panel_003.png,outputs/topology_panel_v1/_P3_staging_batch1/高压异步电机保护二次原理图#panel_003.topology.v1.json,needs_panel_split,0.9,True,"The panel contains multiple visually independent, whitespace-separated sub-diagrams that require splitting before topology graph processing",needs_panel_split,"model: The panel contains multiple visually independent, whitespace-separated sub-diagrams that require splitting before topology graph processing"
_P3_staging_batch2/HK12-1温度元件电缆保护及连接图(断开式、钢管)#panel_000,_P3_staging_batch2/HK12-1温度元件电缆保护及连接图(断开式、钢管),train,P3,medium,high_isolated_ratio,full,ok,high_isolated_ratio,56,70,24,0.3214,0.1786,5,datas/qa_and_png/P3_oda_output/HK12-1温度元件电缆保护及连接图(断开式、钢管).png,outputs/topology_panel_v1/_P3_staging_batch2/HK12-1温度元件电缆保护及连接图(断开式、钢管)#panel_000.topology.v1.json,needs_panel_split,0.92,True,The panel includes multiple visually independent regions that should be split apart to isolate the actual topology diagram from non-diagram content.,bad_geometry,model: The panel includes multiple visually independent regions that should be split apart to isolate the actual topology diagram from non-diagram content.
_P3_staging_batch1/高压异步电机保护二次原理图#panel_000,_P3_staging_batch1/高压异步电机保护二次原理图,train,P3,medium,high_isolated_ratio,image_components,ok,high_isolated_ratio,54,70,24,0.3889,0.537,17,outputs/panels/P3/P3_staging_batch1__高压异步电机保护二次原理图__panel_000.png,outputs/topology_panel_v1/_P3_staging_batch1/高压异步电机保护二次原理图#panel_000.topology.v1.json,needs_panel_split,0.9,True,"The single panel contains multiple visually independent, unconnected sub-diagrams that must be split into individual panels for valid topology processing.",bad_geometry,"model: The single panel contains multiple visually independent, unconnected sub-diagrams that must be split into individual panels for valid topology processing."
_P3_staging_batch2/HK12-19温度元件铠装电缆保护及连接图(汇线槽)#panel_000,_P3_staging_batch2/HK12-19温度元件铠装电缆保护及连接图(汇线槽),train,P3,medium,high_isolated_ratio,full,ok,high_isolated_ratio,53,74,25,0.3962,0.2075,2,datas/qa_and_png/P3_oda_output/HK12-19温度元件铠装电缆保护及连接图(汇线槽).png,outputs/topology_panel_v1/_P3_staging_batch2/HK12-19温度元件铠装电缆保护及连接图(汇线槽)#panel_000.topology.v1.json,needs_panel_split,0.9,True,The panel contains multiple distinct independent regions including non-diagram content that should be split before topology processing.,bad_geometry,
