panel_id,parent_drawing_key,parent_drawing_id,parent_png_path,parent_raw_json_path,panel_index,panel_count,split,phase,batch,split_method,panel_bbox_cad,parent_bbox_cad,panel_bbox_png,parent_png_width,parent_png_height,panel_entity_count,panel_png_path,needs_review,notes,review_status,review_comment,reviewed,panel_usable
_P1_staging/110kV变电站GIS布置平面图wm666.taobao.com#panel_003,_P1_staging/110kV变电站GIS布置平面图wm666.taobao.com,110kV变电站GIS布置平面图wm666.taobao.com,datas/qa_and_png/P1_oda_output/110kV变电站GIS布置平面图wm666.taobao.com.png,datas/raw_json/_P1_staging/110kV变电站GIS布置平面图wm666.taobao.com.json,3,5,train,P1,_P1_staging,image_components,"-1391.1735,4094.9851,-728.2008,4374.1564","-2337.363,4057.8435,2656.0,4729.8435","1774.0,3505.0,3017.0,6256.0",9362,6622,0,outputs/panels/P1/P1_staging__110kV变电站GIS布置平面图wm666.taobao.com__panel_003.png,True,,reject,,True,False
_P1_staging/110kV变电站GIS布置平面图wm666.taobao.com#panel_004,_P1_staging/110kV变电站GIS布置平面图wm666.taobao.com,110kV变电站GIS布置平面图wm666.taobao.com,datas/qa_and_png/P1_oda_output/110kV变电站GIS布置平面图wm666.taobao.com.png,datas/raw_json/_P1_staging/110kV变电站GIS布置平面图wm666.taobao.com.json,4,5,train,P1,_P1_staging,image_components,"-771.4034,4200.0169,352.93,4360.2536","-2337.363,4057.8435,2656.0,4729.8435","2936.0,3642.0,5044.0,5221.0",9362,6622,0,outputs/panels/P1/P1_staging__110kV变电站GIS布置平面图wm666.taobao.com__panel_004.png,True,,reject,,True,False
_P1_staging/110kV变电站初步设计典型方案#panel_000,_P1_staging/110kV变电站初步设计典型方案,110kV变电站初步设计典型方案,datas/qa_and_png/P1_oda_output/110kV变电站初步设计典型方案.png,datas/raw_json/_P1_staging/110kV变电站初步设计典型方案.json,0,1,train,P1,_P1_staging,full,"2935.2383,3126.0292,4282.0637,3761.1258","2935.2383,3126.0292,4282.0637,3761.1258","0.0,0.0,9362.0,6622.0",9362,6622,25880,datas/qa_and_png/P1_oda_output/110kV变电站初步设计典型方案.png,False,,,,False,True
_P1_staging/110kV变电站总平面及竖向布置图#panel_000,_P1_staging/110kV变电站总平面及竖向布置图,110kV变电站总平面及竖向布置图,datas/qa_and_png/P1_oda_output/110kV变电站总平面及竖向布置图.png,datas/raw_json/_P1_staging/110kV变电站总平面及竖向布置图.json,0,2,train,P1,_P1_staging,image_components,"-199351.8061,-146072.4521,-25315.9921,-66214.8401","-716655.7119,-204799.6829,-24798.6882,110347.5798","7000.0,3710.0,9355.0,5388.0",9362,6622,1746,outputs/panels/P1/P1_staging__110kV变电站总平面及竖向布置图__panel_000.png,True,,accept,,True,True
_P1_staging/110kV变电站总平面及竖向布置图#panel_001,_P1_staging/110kV变电站总平面及竖向布置图,110kV变电站总平面及竖向布置图,datas/qa_and_png/P1_oda_output/110kV变电站总平面及竖向布置图.png,datas/raw_json/_P1_staging/110kV变电站总平面及竖向布置图.json,1,2,train,P1,_P1_staging,image_components,"-180654.9649,-129796.3476,-75346.6698,-71069.1168","-716655.7119,-204799.6829,-24798.6882,110347.5798","7253.0,3812.0,8678.0,5046.0",9362,6622,698,outputs/panels/P1/P1_staging__110kV变电站总平面及竖向布置图__panel_001.png,True,,accept,,True,True
_P1_staging/110kV变电站电气主接线#panel_000,_P1_staging/110kV变电站电气主接线,110kV变电站电气主接线,datas/qa_and_png/P1_oda_output/110kV变电站电气主接线.png,datas/raw_json/_P1_staging/110kV变电站电气主接线.json,0,1,train,P1,_P1_staging,full,"725.2791,456.6952,1145.2791,1050.6952","725.2791,456.6952,1145.2791,1050.6952","0.0,0.0,6622.0,9362.0",6622,9362,20477,datas/qa_and_png/P1_oda_output/110kV变电站电气主接线.png,False,,,,False,True
_P1_staging/110kV变电站电气主接线wm666.taobao.com#panel_000,_P1_staging/110kV变电站电气主接线wm666.taobao.com,110kV变电站电气主接线wm666.taobao.com,datas/qa_and_png/P1_oda_output/110kV变电站电气主接线wm666.taobao.com.png,datas/raw_json/_P1_staging/110kV变电站电气主接线wm666.taobao.com.json,0,1,train,P1,_P1_staging,full,"725.2791,456.6952,1145.2791,1050.6952","725.2791,456.6952,1145.2791,1050.6952","0.0,0.0,6622.0,9362.0",6622,9362,20476,datas/qa_and_png/P1_oda_output/110kV变电站电气主接线wm666.taobao.com.png,False,,,,False,True
_P1_staging/110kV变电站直流图纸#panel_000,_P1_staging/110kV变电站直流图纸,110kV变电站直流图纸,datas/qa_and_png/P1_oda_output/110kV变电站直流图纸.png,datas/raw_json/_P1_staging/110kV变电站直流图纸.json,0,1,train,P1,_P1_staging,full,"-1076.7539,-571.3843,874.9772,678.7929","-1076.7539,-571.3843,874.9772,678.7929","0.0,0.0,9362.0,6622.0",9362,6622,10126,datas/qa_and_png/P1_oda_output/110kV变电站直流图纸.png,False,,,,False,True
_P1_staging/110kV变电站远动范围图#panel_000,_P1_staging/110kV变电站远动范围图,110kV变电站远动范围图,datas/qa_and_png/P1_oda_output/110kV变电站远动范围图.png,datas/raw_json/_P1_staging/110kV变电站远动范围图.json,0,1,train,P1,_P1_staging,full,"742.256,-9.7454,1721.0162,462.7546","742.256,-9.7454,1721.0162,462.7546","0.0,0.0,9362.0,6622.0",9362,6622,2370,datas/qa_and_png/P1_oda_output/110kV变电站远动范围图.png,False,,,,False,True
_P1_staging/110kV变电站远动范围图wm666.taobao.com#panel_000,_P1_staging/110kV变电站远动范围图wm666.taobao.com,110kV变电站远动范围图wm666.taobao.com,datas/qa_and_png/P1_oda_output/110kV变电站远动范围图wm666.taobao.com.png,datas/raw_json/_P1_staging/110kV变电站远动范围图wm666.taobao.com.json,0,1,val,P1,_P1_staging,full,"742.256,-9.7454,1721.0162,462.7546","742.256,-9.7454,1721.0162,462.7546","0.0,0.0,9362.0,6622.0",9362,6622,2369,datas/qa_and_png/P1_oda_output/110kV变电站远动范围图wm666.taobao.com.png,False,,,,False,True
_P1_staging/110kV工程主变保护原理#panel_000,_P1_staging/110kV工程主变保护原理,110kV工程主变保护原理,datas/qa_and_png/P1_oda_output/110kV工程主变保护原理.png,datas/raw_json/_P1_staging/110kV工程主变保护原理.json,0,1,train,P1,_P1_staging,full,"424.7,-530.3,2260.7,509.2","424.7,-530.3,2260.7,509.2","0.0,0.0,9362.0,6622.0",9362,6622,9249,datas/qa_and_png/P1_oda_output/110kV工程主变保护原理.png,False,,,,False,True
_P1_staging/110kV开关站+ABB避雷针高度计算#panel_000,_P1_staging/110kV开关站+ABB避雷针高度计算,110kV开关站+ABB避雷针高度计算,datas/qa_and_png/P1_oda_output/110kV开关站+ABB避雷针高度计算.png,datas/raw_json/_P1_staging/110kV开关站+ABB避雷针高度计算.json,0,1,train,P1,_P1_staging,full,"-268122.2123,-251983.0075,222141.7295,179353.4459","-268122.2123,-251983.0075,222141.7295,179353.4459","0.0,0.0,9362.0,6622.0",9362,6622,1080,datas/qa_and_png/P1_oda_output/110kV开关站+ABB避雷针高度计算.png,False,,,,False,True
_P1_staging/110kV线路控制原理图#panel_000,_P1_staging/110kV线路控制原理图,110kV线路控制原理图,datas/qa_and_png/P1_oda_output/110kV线路控制原理图.png,datas/raw_json/_P1_staging/110kV线路控制原理图.json,0,1,train,P1,_P1_staging,full,"142.4097,79.1845,351.8585,397.6413","142.4097,79.1845,351.8585,397.6413","0.0,0.0,6622.0,9362.0",6622,9362,1008,datas/qa_and_png/P1_oda_output/110kV线路控制原理图.png,False,,,,False,True
_P1_staging/110kV线路直流接线原理图#panel_000,_P1_staging/110kV线路直流接线原理图,110kV线路直流接线原理图,datas/qa_and_png/P1_oda_output/110kV线路直流接线原理图.png,datas/raw_json/_P1_staging/110kV线路直流接线原理图.json,0,1,train,P1,_P1_staging,full,"-156.6158,223.5509,218.2593,460.3028","-156.6158,223.5509,218.2593,460.3028","0.0,0.0,9362.0,6622.0",9362,6622,1146,datas/qa_and_png/P1_oda_output/110kV线路直流接线原理图.png,False,,,,False,True
_P1_staging/110kV联络线(改）#panel_000,_P1_staging/110kV联络线(改）,110kV联络线(改）,datas/qa_and_png/P1_oda_output/110kV联络线(改）.png,datas/raw_json/_P1_staging/110kV联络线(改）.json,0,1,train,P1,_P1_staging,full,"26.192,-66.5037,2397.1862,725.5392","26.192,-66.5037,2397.1862,725.5392","0.0,0.0,9362.0,6622.0",9362,6622,11178,datas/qa_and_png/P1_oda_output/110kV联络线(改）.png,False,,,,False,True
_P1_staging/110kV进线及主变电流电压二次回路#panel_000,_P1_staging/110kV进线及主变电流电压二次回路,110kV进线及主变电流电压二次回路,datas/qa_and_png/P1_oda_output/110kV进线及主变电流电压二次回路.png,datas/raw_json/_P1_staging/110kV进线及主变电流电压二次回路.json,0,1,train,P1,_P1_staging,full,"-217.9643,0.0,1001.7785,442.9776","-217.9643,0.0,1001.7785,442.9776","0.0,0.0,9362.0,6622.0",9362,6622,1672,datas/qa_and_png/P1_oda_output/110kV进线及主变电流电压二次回路.png,False,,,,False,True
_P1_staging/110kV部分wm666.taobao.com#panel_000,_P1_staging/110kV部分wm666.taobao.com,110kV部分wm666.taobao.com,datas/qa_and_png/P1_oda_output/110kV部分wm666.taobao.com.png,datas/raw_json/_P1_staging/110kV部分wm666.taobao.com.json,0,1,test,P1,_P1_staging,full,"-16.3102,17.1576,7970.6007,3529.119","-16.3102,17.1576,7970.6007,3529.119","0.0,0.0,9362.0,6622.0",9362,6622,12937,datas/qa_and_png/P1_oda_output/110kV部分wm666.taobao.com.png,False,,,,False,True
_P1_staging/110kV降压变电站主接线图#panel_000,_P1_staging/110kV降压变电站主接线图,110kV降压变电站主接线图,datas/qa_and_png/P1_oda_output/110kV降压变电站主接线图.png,datas/raw_json/_P1_staging/110kV降压变电站主接线图.json,0,1,train,P1,_P1_staging,full,"-15.5401,23.8257,106.5018,105.3353","-15.5401,23.8257,106.5018,105.3353","0.0,0.0,9362.0,6622.0",9362,6622,1580,datas/qa_and_png/P1_oda_output/110kV降压变电站主接线图.png,False,,,,False,True
_P1_staging/110kV降压变电站主接线图wm666.taobao.com#panel_000,_P1_staging/110kV降压变电站主接线图wm666.taobao.com,110kV降压变电站主接线图wm666.taobao.com,datas/qa_and_png/P1_oda_output/110kV降压变电站主接线图wm666.taobao.com.png,datas/raw_json/_P1_staging/110kV降压变电站主接线图wm666.taobao.com.json,0,1,test,P1,_P1_staging,full,"-15.5401,23.8257,106.5018,105.3353","-15.5401,23.8257,106.5018,105.3353","0.0,0.0,9362.0,6622.0",9362,6622,1579,datas/qa_and_png/P1_oda_output/110kV降压变电站主接线图wm666.taobao.com.png,False,,,,False,True
_P1_staging/110kv substation#panel_000,_P1_staging/110kv substation,110kv substation,datas/qa_and_png/P1_oda_output/110kv substation.png,datas/raw_json/_P1_staging/110kv substation.json,0,1,train,P1,_P1_staging,full,"826.2293,619.7902,1876.2293,1091.319","826.2293,619.7902,1876.2293,1091.319","0.0,0.0,9362.0,6622.0",9362,6622,2810,datas/qa_and_png/P1_oda_output/110kv substation.png,False,,,,False,True
_P1_staging/110kv substation(1)#panel_000,_P1_staging/110kv substation(1),110kv substation(1),datas/qa_and_png/P1_oda_output/110kv substation(1).png,datas/raw_json/_P1_staging/110kv substation(1).json,0,1,train,P1,_P1_staging,full,"-10074.7188,-914.5185,52925.2812,28785.4815","-10074.7188,-914.5185,52925.2812,28785.4815","0.0,0.0,9362.0,6622.0",9362,6622,556,datas/qa_and_png/P1_oda_output/110kv substation(1).png,False,,,,False,True
_P1_staging/110kv substation(2)#panel_000,_P1_staging/110kv substation(2),110kv substation(2),datas/qa_and_png/P1_oda_output/110kv substation(2).png,datas/raw_json/_P1_staging/110kv substation(2).json,0,1,val,P1,_P1_staging,full,"-10374.7188,-1414.5185,78725.2812,40585.4815","-10374.7188,-1414.5185,78725.2812,40585.4815","0.0,0.0,9362.0,6622.0",9362,6622,1893,datas/qa_and_png/P1_oda_output/110kv substation(2).png,False,,,,False,True
_P1_staging/110kv substation(3)#panel_000,_P1_staging/110kv substation(3),110kv substation(3),datas/qa_and_png/P1_oda_output/110kv substation(3).png,datas/raw_json/_P1_staging/110kv substation(3).json,0,1,train,P1,_P1_staging,full,"1515.066,164.9276,3024.2627,1695.2941","1515.066,164.9276,3024.2627,1695.2941","0.0,0.0,9362.0,6622.0",9362,6622,740,datas/qa_and_png/P1_oda_output/110kv substation(3).png,False,,,,False,True
_P1_staging/110kv substation(4)#panel_000,_P1_staging/110kv substation(4),110kv substation(4),datas/qa_and_png/P1_oda_output/110kv substation(4).png,datas/raw_json/_P1_staging/110kv substation(4).json,0,1,train,P1,_P1_staging,full,"-29532.2345,-914.5185,45675.2812,28785.4815","-29532.2345,-914.5185,45675.2812,28785.4815","0.0,0.0,9362.0,6622.0",9362,6622,1129,datas/qa_and_png/P1_oda_output/110kv substation(4).png,False,,,,False,True
_P1_staging/110kv substation(5)#panel_000,_P1_staging/110kv substation(5),110kv substation(5),datas/qa_and_png/P1_oda_output/110kv substation(5).png,datas/raw_json/_P1_staging/110kv substation(5).json,0,1,train,P1,_P1_staging,full,"-10374.7188,-1414.5185,78725.2812,40585.4815","-10374.7188,-1414.5185,78725.2812,40585.4815","0.0,0.0,9362.0,6622.0",9362,6622,1896,datas/qa_and_png/P1_oda_output/110kv substation(5).png,False,,,,False,True
_P1_staging/110kv变电气主接线#panel_000,_P1_staging/110kv变电气主接线,110kv变电气主接线,datas/qa_and_png/P1_oda_output/110kv变电气主接线.png,datas/raw_json/_P1_staging/110kv变电气主接线.json,0,1,train,P1,_P1_staging,full,"1730.6604,-52.196,2561.117,552.5185","1730.6604,-52.196,2561.117,552.5185","0.0,0.0,9362.0,6622.0",9362,6622,2173,datas/qa_and_png/P1_oda_output/110kv变电气主接线.png,False,,,,False,True
_P1_staging/110kv变电站电气一次图纸目录#panel_000,_P1_staging/110kv变电站电气一次图纸目录,110kv变电站电气一次图纸目录,datas/qa_and_png/P1_oda_output/110kv变电站电气一次图纸目录.png,datas/raw_json/_P1_staging/110kv变电站电气一次图纸目录.json,0,1,train,P1,_P1_staging,full,"-1629.6277,-43.1,-1035.6277,376.9","-1629.6277,-43.1,-1035.6277,376.9","0.0,0.0,9362.0,6622.0",9362,6622,64,datas/qa_and_png/P1_oda_output/110kv变电站电气一次图纸目录.png,False,,,,False,True
_P1_staging/110kv变电站电气一次图纸目录wm666.taobao.com#panel_000,_P1_staging/110kv变电站电气一次图纸目录wm666.taobao.com,110kv变电站电气一次图纸目录wm666.taobao.com,datas/qa_and_png/P1_oda_output/110kv变电站电气一次图纸目录wm666.taobao.com.png,datas/raw_json/_P1_staging/110kv变电站电气一次图纸目录wm666.taobao.com.json,0,1,train,P1,_P1_staging,full,"-1629.6277,-43.1,-1035.6277,376.9","-1629.6277,-43.1,-1035.6277,376.9","0.0,0.0,9362.0,6622.0",9362,6622,64,datas/qa_and_png/P1_oda_output/110kv变电站电气一次图纸目录wm666.taobao.com.png,False,,,,False,True
_P1_staging/110kv变电站电气一次说明书#panel_000,_P1_staging/110kv变电站电气一次说明书,110kv变电站电气一次说明书,datas/qa_and_png/P1_oda_output/110kv变电站电气一次说明书.png,datas/raw_json/_P1_staging/110kv变电站电气一次说明书.json,0,1,train,P1,_P1_staging,full,"-1629.6277,-43.1,-1035.6277,376.9","-1629.6277,-43.1,-1035.6277,376.9","0.0,0.0,9362.0,6622.0",9362,6622,24,datas/qa_and_png/P1_oda_output/110kv变电站电气一次说明书.png,False,,,,False,True
_P1_staging/110kv变电站电气一次说明书wm666.taobao.com#panel_000,_P1_staging/110kv变电站电气一次说明书wm666.taobao.com,110kv变电站电气一次说明书wm666.taobao.com,datas/qa_and_png/P1_oda_output/110kv变电站电气一次说明书wm666.taobao.com.png,datas/raw_json/_P1_staging/110kv变电站电气一次说明书wm666.taobao.com.json,0,1,test,P1,_P1_staging,full,"-1629.6277,-43.1,-1035.6277,376.9","-1629.6277,-43.1,-1035.6277,376.9","0.0,0.0,9362.0,6622.0",9362,6622,24,datas/qa_and_png/P1_oda_output/110kv变电站电气一次说明书wm666.taobao.com.png,False,,,,False,True
_P1_staging/110kv安斑东线、西线竣工图设计wm666.taobao.com#panel_000,_P1_staging/110kv安斑东线、西线竣工图设计wm666.taobao.com,110kv安斑东线、西线竣工图设计wm666.taobao.com,datas/qa_and_png/P1_oda_output/110kv安斑东线、西线竣工图设计wm666.taobao.com.png,datas/raw_json/_P1_staging/110kv安斑东线、西线竣工图设计wm666.taobao.com.json,0,2,test,P1,_P1_staging,image_components,"2793.9213,-1044.122,7826.6582,9.9077","0.0,-2363.2001,7826.6582,187.8908","3342.0,462.0,9362.0,3198.0",9362,6622,0,outputs/panels/P1/P1_staging__110kv安斑东线、西线竣工图设计wm666.taobao.com__panel_000.png,True,,reject,,True,False
_P1_staging/110kv安斑东线、西线竣工图设计wm666.taobao.com#panel_001,_P1_staging/110kv安斑东线、西线竣工图设计wm666.taobao.com,110kv安斑东线、西线竣工图设计wm666.taobao.com,datas/qa_and_png/P1_oda_output/110kv安斑东线、西线竣工图设计wm666.taobao.com.png,datas/raw_json/_P1_staging/110kv安斑东线、西线竣工图设计wm666.taobao.com.json,1,2,test,P1,_P1_staging,image_components,"2912.6337,-989.032,7747.2379,-44.7971","0.0,-2363.2001,7826.6582,187.8908","3484.0,604.0,9267.0,3055.0",9362,6622,0,outputs/panels/P1/P1_staging__110kv安斑东线、西线竣工图设计wm666.taobao.com__panel_001.png,True,,reject,,True,False
_P1_staging/110主变保护柜接线图#panel_000,_P1_staging/110主变保护柜接线图,110主变保护柜接线图,datas/qa_and_png/P1_oda_output/110主变保护柜接线图.png,datas/raw_json/_P1_staging/110主变保护柜接线图.json,0,1,train,P1,_P1_staging,full,"398.5,-5945.5912,13400.7722,5853.7653","398.5,-5945.5912,13400.7722,5853.7653","0.0,0.0,9362.0,6622.0",9362,6622,2808,datas/qa_and_png/P1_oda_output/110主变保护柜接线图.png,False,,,,False,True
_P1_staging/12-1#主变35kV侧断路器机构端子排图#panel_000,_P1_staging/12-1#主变35kV侧断路器机构端子排图,12-1#主变35kV侧断路器机构端子排图,datas/qa_and_png/P1_oda_output/12-1#主变35kV侧断路器机构端子排图.png,datas/raw_json/_P1_staging/12-1#主变35kV侧断路器机构端子排图.json,0,1,train,P1,_P1_staging,full,"0.0,-3124.7791,6188.3186,1830.531","0.0,-3124.7791,6188.3186,1830.531","0.0,0.0,9362.0,6622.0",9362,6622,2813,datas/qa_and_png/P1_oda_output/12-1#主变35kV侧断路器机构端子排图.png,False,,,,False,True
_P1_staging/13-1#主变110kV侧隔离开关闭锁原理及二次安装接线图#panel_000,_P1_staging/13-1#主变110kV侧隔离开关闭锁原理及二次安装接线图,13-1#主变110kV侧隔离开关闭锁原理及二次安装接线图,datas/qa_and_png/P1_oda_output/13-1#主变110kV侧隔离开关闭锁原理及二次安装接线图.png,datas/raw_json/_P1_staging/13-1#主变110kV侧隔离开关闭锁原理及二次安装接线图.json,0,1,train,P1,_P1_staging,full,"0.0,-3124.7791,6188.3186,900.9311","0.0,-3124.7791,6188.3186,900.9311","0.0,0.0,9362.0,6622.0",9362,6622,1300,datas/qa_and_png/P1_oda_output/13-1#主变110kV侧隔离开关闭锁原理及二次安装接线图.png,False,,,,False,True
_P1_staging/132kV变电站主接线图#panel_000,_P1_staging/132kV变电站主接线图,132kV变电站主接线图,datas/qa_and_png/P1_oda_output/132kV变电站主接线图.png,datas/raw_json/_P1_staging/132kV变电站主接线图.json,0,1,train,P1,_P1_staging,full,"-14011.3806,-5862.074,15113.613,12746.0108","-14011.3806,-5862.074,15113.613,12746.0108","0.0,0.0,9362.0,6622.0",9362,6622,4059,datas/qa_and_png/P1_oda_output/132kV变电站主接线图.png,False,,,,False,True
_P1_staging/132kV变电站主接线图wm666.taobao.com#panel_000,_P1_staging/132kV变电站主接线图wm666.taobao.com,132kV变电站主接线图wm666.taobao.com,datas/qa_and_png/P1_oda_output/132kV变电站主接线图wm666.taobao.com.png,datas/raw_json/_P1_staging/132kV变电站主接线图wm666.taobao.com.json,0,1,train,P1,_P1_staging,full,"-14011.3806,-5862.074,15113.613,12746.0108","-14011.3806,-5862.074,15113.613,12746.0108","0.0,0.0,9362.0,6622.0",9362,6622,4058,datas/qa_and_png/P1_oda_output/132kV变电站主接线图wm666.taobao.com.png,False,,,,False,True
_P1_staging/14-1#主变35kV侧隔离开关闭锁原理及二次安装接线图#panel_000,_P1_staging/14-1#主变35kV侧隔离开关闭锁原理及二次安装接线图,14-1#主变35kV侧隔离开关闭锁原理及二次安装接线图,datas/qa_and_png/P1_oda_output/14-1#主变35kV侧隔离开关闭锁原理及二次安装接线图.png,datas/raw_json/_P1_staging/14-1#主变35kV侧隔离开关闭锁原理及二次安装接线图.json,0,1,train,P1,_P1_staging,full,"0.0,-3124.7791,6188.3186,900.9311","0.0,-3124.7791,6188.3186,900.9311","0.0,0.0,9362.0,6622.0",9362,6622,3627,datas/qa_and_png/P1_oda_output/14-1#主变35kV侧隔离开关闭锁原理及二次安装接线图.png,False,,,,False,True
_P1_staging/14700MW主接线图#panel_000,_P1_staging/14700MW主接线图,14700MW主接线图,datas/qa_and_png/P1_oda_output/14700MW主接线图.png,datas/raw_json/_P1_staging/14700MW主接线图.json,0,1,train,P1,_P1_staging,full,"137.8329,100.2375,477.8329,340.2375","137.8329,100.2375,477.8329,340.2375","0.0,0.0,9362.0,6622.0",9362,6622,6776,datas/qa_and_png/P1_oda_output/14700MW主接线图.png,False,,,,False,True
_P1_staging/15-1#主变中性点隔离开关5G电气原理及二次安装接线图#panel_000,_P1_staging/15-1#主变中性点隔离开关5G电气原理及二次安装接线图,15-1#主变中性点隔离开关5G电气原理及二次安装接线图,datas/qa_and_png/P1_oda_output/15-1#主变中性点隔离开关5G电气原理及二次安装接线图.png,datas/raw_json/_P1_staging/15-1#主变中性点隔离开关5G电气原理及二次安装接线图.json,0,1,train,P1,_P1_staging,full,"0.0,-3400.74,6188.3186,900.9311","0.0,-3400.74,6188.3186,900.9311","0.0,0.0,9362.0,6622.0",9362,6622,2743,datas/qa_and_png/P1_oda_output/15-1#主变中性点隔离开关5G电气原理及二次安装接线图.png,False,,,,False,True
_P1_staging/16 110KVdsnt塔导地线T接安装示意图#panel_000,_P1_staging/16 110KVdsnt塔导地线T接安装示意图,16 110KVdsnt塔导地线T接安装示意图,datas/qa_and_png/P1_oda_output/16 110KVdsnt塔导地线T接安装示意图.png,datas/raw_json/_P1_staging/16 110KVdsnt塔导地线T接安装示意图.json,0,1,train,P1,_P1_staging,full,"-353.2103,363.8896,310.6968,732.5189","-353.2103,363.8896,310.6968,732.5189","0.0,0.0,9362.0,6622.0",9362,6622,115,datas/qa_and_png/P1_oda_output/16 110KVdsnt塔导地线T接安装示意图.png,False,,,,False,True
_P1_staging/16-1#主变风冷控制原理图#panel_000,_P1_staging/16-1#主变风冷控制原理图,16-1#主变风冷控制原理图,datas/qa_and_png/P1_oda_output/16-1#主变风冷控制原理图.png,datas/raw_json/_P1_staging/16-1#主变风冷控制原理图.json,0,1,test,P1,_P1_staging,full,"0.0,-4898.4697,6188.3186,900.9311","0.0,-4898.4697,6188.3186,900.9311","0.0,0.0,9362.0,6622.0",9362,6622,4098,datas/qa_and_png/P1_oda_output/16-1#主变风冷控制原理图.png,False,,,,False,True
_P1_staging/16-主变及35kV场地平面布置图wm666.taobao.com#panel_000,_P1_staging/16-主变及35kV场地平面布置图wm666.taobao.com,16-主变及35kV场地平面布置图wm666.taobao.com,datas/qa_and_png/P1_oda_output/16-主变及35kV场地平面布置图wm666.taobao.com.png,datas/raw_json/_P1_staging/16-主变及35kV场地平面布置图wm666.taobao.com.json,0,1,train,P1,_P1_staging,full,"0.0,0.0,300.9582,210.0","0.0,0.0,300.9582,210.0","0.0,0.0,9362.0,6622.0",9362,6622,259,datas/qa_and_png/P1_oda_output/16-主变及35kV场地平面布置图wm666.taobao.com.png,False,,,,False,True
_P1_staging/17-1#主变控制箱端子排接线图#panel_000,_P1_staging/17-1#主变控制箱端子排接线图,17-1#主变控制箱端子排接线图,datas/qa_and_png/P1_oda_output/17-1#主变控制箱端子排接线图.png,datas/raw_json/_P1_staging/17-1#主变控制箱端子排接线图.json,0,1,val,P1,_P1_staging,full,"0.0,-3286.5012,6188.3186,900.9311","0.0,-3286.5012,6188.3186,900.9311","0.0,0.0,9362.0,6622.0",9362,6622,1109,datas/qa_and_png/P1_oda_output/17-1#主变控制箱端子排接线图.png,False,,,,False,True
_P1_staging/18-1#主变有载调压电气原理及二次接线图#panel_000,_P1_staging/18-1#主变有载调压电气原理及二次接线图,18-1#主变有载调压电气原理及二次接线图,datas/qa_and_png/P1_oda_output/18-1#主变有载调压电气原理及二次接线图.png,datas/raw_json/_P1_staging/18-1#主变有载调压电气原理及二次接线图.json,0,1,train,P1,_P1_staging,full,"0.0,-5702.3252,6188.3186,900.9311","0.0,-5702.3252,6188.3186,900.9311","0.0,0.0,9362.0,6622.0",9362,6622,5280,datas/qa_and_png/P1_oda_output/18-1#主变有载调压电气原理及二次接线图.png,False,,,,False,True
_P1_staging/19-1#主变保护跳闸出口回路图#panel_000,_P1_staging/19-1#主变保护跳闸出口回路图,19-1#主变保护跳闸出口回路图,datas/qa_and_png/P1_oda_output/19-1#主变保护跳闸出口回路图.png,datas/raw_json/_P1_staging/19-1#主变保护跳闸出口回路图.json,0,1,train,P1,_P1_staging,full,"0.0,-3124.7791,7484.5949,900.9311","0.0,-3124.7791,7484.5949,900.9311","0.0,0.0,9362.0,6622.0",9362,6622,729,datas/qa_and_png/P1_oda_output/19-1#主变保护跳闸出口回路图.png,False,,,,False,True
_P1_staging/2#主变屏#panel_000,_P1_staging/2#主变屏,2#主变屏,datas/qa_and_png/P1_oda_output/2#主变屏.png,datas/raw_json/_P1_staging/2#主变屏.json,0,1,train,P1,_P1_staging,full,"-153.0153,-1124.336,2197.72,1341.5535","-153.0153,-1124.336,2197.72,1341.5535","0.0,0.0,9362.0,6622.0",9362,6622,9872,datas/qa_and_png/P1_oda_output/2#主变屏.png,False,,,,False,True
_P1_staging/2-主接线图wm666.taobao.com#panel_000,_P1_staging/2-主接线图wm666.taobao.com,2-主接线图wm666.taobao.com,datas/qa_and_png/P1_oda_output/2-主接线图wm666.taobao.com.png,datas/raw_json/_P1_staging/2-主接线图wm666.taobao.com.json,0,1,test,P1,_P1_staging,full,"0.0,0.0,1008.0,630.0","0.0,0.0,1008.0,630.0","0.0,0.0,9362.0,6622.0",9362,6622,3293,datas/qa_and_png/P1_oda_output/2-主接线图wm666.taobao.com.png,False,,,,False,True
_P1_staging/22-110kV隔离开关机构CJ6二次接线图#panel_000,_P1_staging/22-110kV隔离开关机构CJ6二次接线图,22-110kV隔离开关机构CJ6二次接线图,datas/qa_and_png/P1_oda_output/22-110kV隔离开关机构CJ6二次接线图.png,datas/raw_json/_P1_staging/22-110kV隔离开关机构CJ6二次接线图.json,0,1,train,P1,_P1_staging,full,"0.0,-4951.0087,9185.3939,900.9311","0.0,-4951.0087,9185.3939,900.9311","0.0,0.0,9362.0,6622.0",9362,6622,1142,datas/qa_and_png/P1_oda_output/22-110kV隔离开关机构CJ6二次接线图.png,False,,,,False,True
