panel_id,parent_drawing_key,panel_index,panel_count,split,split_method,panel_bbox_png,panel_png_path,status,comment
_P3_staging_batch1/7-8(RCS-9000保护测控一体化装置II型安装开孔图)#panel_003,_P3_staging_batch1/7-8(RCS-9000保护测控一体化装置II型安装开孔图),3,4,train,image_components,"3909.0,2734.0,5502.0,3710.0",outputs/panels/P3/P3_staging_batch1__7-8(RCS-9000保护测控一体化装置II型安装开孔图)__panel_003.png,accept,
_P3_staging_batch1/毕棚沟3#机保护表计单线图 2#panel_000,_P3_staging_batch1/毕棚沟3#机保护表计单线图 2,0,3,test,image_components,"452.0,332.0,9023.0,6285.0",outputs/panels/P3/P3_staging_batch1__毕棚沟3#机保护表计单线图_2__panel_000.png,reject,
_P3_staging_batch1/毕棚沟3#机保护表计单线图 2#panel_001,_P3_staging_batch1/毕棚沟3#机保护表计单线图 2,1,3,test,image_components,"793.0,470.0,8882.0,6147.0",outputs/panels/P3/P3_staging_batch1__毕棚沟3#机保护表计单线图_2__panel_001.png,reject,
_P3_staging_batch1/毕棚沟3#机保护表计单线图 2#panel_002,_P3_staging_batch1/毕棚沟3#机保护表计单线图 2,2,3,test,image_components,"1431.0,781.0,6382.0,5844.0",outputs/panels/P3/P3_staging_batch1__毕棚沟3#机保护表计单线图_2__panel_002.png,reject,
_P3_staging_batch1/毕棚沟3#机厂用电接线图 7#panel_000,_P3_staging_batch1/毕棚沟3#机厂用电接线图 7,0,2,train,cad_gap,"0.0,0.0,6527.0,6622.0",outputs/panels/P3/P3_staging_batch1__毕棚沟3#机厂用电接线图_7__panel_000.png,reject,
_P3_staging_batch1/毕棚沟3#机厂用电接线图 7#panel_001,_P3_staging_batch1/毕棚沟3#机厂用电接线图 7,1,2,train,cad_gap,"7417.0,765.0,9362.0,4786.0",outputs/panels/P3/P3_staging_batch1__毕棚沟3#机厂用电接线图_7__panel_001.png,reject,
_P3_staging_batch1/铁路配电所有载调压保护#panel_000,_P3_staging_batch1/铁路配电所有载调压保护,0,6,train,image_components,"560.0,0.0,8803.0,3230.0",outputs/panels/P3/P3_staging_batch1__铁路配电所有载调压保护__panel_000.png,accept,
_P3_staging_batch1/铁路配电所有载调压保护#panel_001,_P3_staging_batch1/铁路配电所有载调压保护,1,6,train,image_components,"6340.0,158.0,6964.0,3112.0",outputs/panels/P3/P3_staging_batch1__铁路配电所有载调压保护__panel_001.png,accept,
_P3_staging_batch1/铁路配电所有载调压保护#panel_002,_P3_staging_batch1/铁路配电所有载调压保护,2,6,train,image_components,"4640.0,163.0,5514.0,2697.0",outputs/panels/P3/P3_staging_batch1__铁路配电所有载调压保护__panel_002.png,accept,
_P3_staging_batch1/铁路配电所有载调压保护#panel_003,_P3_staging_batch1/铁路配电所有载调压保护,3,6,train,image_components,"5517.0,170.0,6267.0,2703.0",outputs/panels/P3/P3_staging_batch1__铁路配电所有载调压保护__panel_003.png,accept,
_P3_staging_batch1/铁路配电所有载调压保护#panel_004,_P3_staging_batch1/铁路配电所有载调压保护,4,6,train,image_components,"561.0,3191.0,8730.0,6529.0",outputs/panels/P3/P3_staging_batch1__铁路配电所有载调压保护__panel_004.png,accept,
_P3_staging_batch1/铁路配电所有载调压保护#panel_005,_P3_staging_batch1/铁路配电所有载调压保护,5,6,train,image_components,"6202.0,3414.0,6860.0,5598.0",outputs/panels/P3/P3_staging_batch1__铁路配电所有载调压保护__panel_005.png,accept,
_P3_staging_batch1/高压异步电机保护二次原理图#panel_000,_P3_staging_batch1/高压异步电机保护二次原理图,0,8,train,image_components,"4856.0,1702.0,9362.0,4917.0",outputs/panels/P3/P3_staging_batch1__高压异步电机保护二次原理图__panel_000.png,accept,
_P3_staging_batch1/高压异步电机保护二次原理图#panel_001,_P3_staging_batch1/高压异步电机保护二次原理图,1,8,train,image_components,"0.0,1706.0,4507.0,4921.0",outputs/panels/P3/P3_staging_batch1__高压异步电机保护二次原理图__panel_001.png,accept,
_P3_staging_batch1/高压异步电机保护二次原理图#panel_002,_P3_staging_batch1/高压异步电机保护二次原理图,2,8,train,image_components,"4986.0,1753.0,9335.0,4866.0",outputs/panels/P3/P3_staging_batch1__高压异步电机保护二次原理图__panel_002.png,accept,
_P3_staging_batch1/高压异步电机保护二次原理图#panel_003,_P3_staging_batch1/高压异步电机保护二次原理图,3,8,train,image_components,"106.0,1757.0,4455.0,4870.0",outputs/panels/P3/P3_staging_batch1__高压异步电机保护二次原理图__panel_003.png,accept,
_P3_staging_batch1/高压异步电机保护二次原理图#panel_004,_P3_staging_batch1/高压异步电机保护二次原理图,4,8,train,image_components,"1208.0,1853.0,3366.0,4181.0",outputs/panels/P3/P3_staging_batch1__高压异步电机保护二次原理图__panel_004.png,accept,
_P3_staging_batch1/高压异步电机保护二次原理图#panel_005,_P3_staging_batch1/高压异步电机保护二次原理图,5,8,train,image_components,"5310.0,1905.0,5945.0,4585.0",outputs/panels/P3/P3_staging_batch1__高压异步电机保护二次原理图__panel_005.png,accept,
_P3_staging_batch1/高压异步电机保护二次原理图#panel_006,_P3_staging_batch1/高压异步电机保护二次原理图,6,8,train,image_components,"7006.0,1986.0,7874.0,3239.0",outputs/panels/P3/P3_staging_batch1__高压异步电机保护二次原理图__panel_006.png,accept,
_P3_staging_batch1/高压异步电机保护二次原理图#panel_007,_P3_staging_batch1/高压异步电机保护二次原理图,7,8,train,image_components,"228.0,3291.0,1172.0,4584.0",outputs/panels/P3/P3_staging_batch1__高压异步电机保护二次原理图__panel_007.png,accept,
_P3_staging_batch2/发-变组保护测量配置图#panel_000,_P3_staging_batch2/发-变组保护测量配置图,0,7,test,image_components,"0.0,0.0,9362.0,6622.0",outputs/panels/P3/P3_staging_batch2__发-变组保护测量配置图__panel_000.png,accept,
_P3_staging_batch2/发-变组保护测量配置图#panel_001,_P3_staging_batch2/发-变组保护测量配置图,1,7,test,image_components,"211.0,34.0,9316.0,6534.0",outputs/panels/P3/P3_staging_batch2__发-变组保护测量配置图__panel_001.png,accept,
_P3_staging_batch2/发-变组保护测量配置图#panel_002,_P3_staging_batch2/发-变组保护测量配置图,2,7,test,image_components,"552.0,619.0,4373.0,5052.0",outputs/panels/P3/P3_staging_batch2__发-变组保护测量配置图__panel_002.png,accept,
_P3_staging_batch2/发-变组保护测量配置图#panel_003,_P3_staging_batch2/发-变组保护测量配置图,3,7,test,image_components,"6409.0,919.0,9077.0,4795.0",outputs/panels/P3/P3_staging_batch2__发-变组保护测量配置图__panel_003.png,accept,
_P3_staging_batch2/发-变组保护测量配置图#panel_004,_P3_staging_batch2/发-变组保护测量配置图,4,7,test,image_components,"4496.0,958.0,5237.0,2660.0",outputs/panels/P3/P3_staging_batch2__发-变组保护测量配置图__panel_004.png,reject,
_P3_staging_batch2/发-变组保护测量配置图#panel_005,_P3_staging_batch2/发-变组保护测量配置图,5,7,test,image_components,"5119.0,996.0,6303.0,2657.0",outputs/panels/P3/P3_staging_batch2__发-变组保护测量配置图__panel_005.png,reject,
_P3_staging_batch2/发-变组保护测量配置图#panel_006,_P3_staging_batch2/发-变组保护测量配置图,6,7,test,image_components,"4534.0,4778.0,6082.0,5862.0",outputs/panels/P3/P3_staging_batch2__发-变组保护测量配置图__panel_006.png,reject,
_P3_staging_batch3/#1所用变压器在微机保护柜上的端子排(B066-500-2115)wm666.taobao.com#panel_000,_P3_staging_batch3/#1所用变压器在微机保护柜上的端子排(B066-500-2115)wm666.taobao.com,0,3,val,image_components,"1273.0,0.0,8087.0,3168.0",outputs/panels/P3/P3_staging_batch3__#1所用变压器在微机保护柜上的端子排(B066-500-2115)wm666.taobao.com__panel_000.png,reject,
_P3_staging_batch3/#1所用变压器在微机保护柜上的端子排(B066-500-2115)wm666.taobao.com#panel_001,_P3_staging_batch3/#1所用变压器在微机保护柜上的端子排(B066-500-2115)wm666.taobao.com,1,3,val,image_components,"1963.0,495.0,7022.0,1927.0",outputs/panels/P3/P3_staging_batch3__#1所用变压器在微机保护柜上的端子排(B066-500-2115)wm666.taobao.com__panel_001.png,reject,
_P3_staging_batch3/#1所用变压器在微机保护柜上的端子排(B066-500-2115)wm666.taobao.com#panel_002,_P3_staging_batch3/#1所用变压器在微机保护柜上的端子排(B066-500-2115)wm666.taobao.com,2,3,val,image_components,"1310.0,3455.0,5891.0,6622.0",outputs/panels/P3/P3_staging_batch3__#1所用变压器在微机保护柜上的端子排(B066-500-2115)wm666.taobao.com__panel_002.png,reject,
_P3_staging_batch3/#1所用变有载调压装置接线图(B066-500-2109)wm666.taobao.com#panel_000,_P3_staging_batch3/#1所用变有载调压装置接线图(B066-500-2109)wm666.taobao.com,0,6,train,image_components,"108.0,0.0,3389.0,4595.0",outputs/panels/P3/P3_staging_batch3__#1所用变有载调压装置接线图(B066-500-2109)wm666.taobao.com__panel_000.png,reject,
_P3_staging_batch3/#1所用变有载调压装置接线图(B066-500-2109)wm666.taobao.com#panel_001,_P3_staging_batch3/#1所用变有载调压装置接线图(B066-500-2109)wm666.taobao.com,1,6,train,image_components,"617.0,364.0,2285.0,1484.0",outputs/panels/P3/P3_staging_batch3__#1所用变有载调压装置接线图(B066-500-2109)wm666.taobao.com__panel_001.png,reject,
_P3_staging_batch3/#1所用变有载调压装置接线图(B066-500-2109)wm666.taobao.com#panel_002,_P3_staging_batch3/#1所用变有载调压装置接线图(B066-500-2109)wm666.taobao.com,2,6,train,image_components,"546.0,1826.0,2997.0,2867.0",outputs/panels/P3/P3_staging_batch3__#1所用变有载调压装置接线图(B066-500-2109)wm666.taobao.com__panel_002.png,reject,
_P3_staging_batch3/#1所用变有载调压装置接线图(B066-500-2109)wm666.taobao.com#panel_003,_P3_staging_batch3/#1所用变有载调压装置接线图(B066-500-2109)wm666.taobao.com,3,6,train,image_components,"54.0,4768.0,6569.0,9362.0",outputs/panels/P3/P3_staging_batch3__#1所用变有载调压装置接线图(B066-500-2109)wm666.taobao.com__panel_003.png,reject,
_P3_staging_batch3/#1所用变有载调压装置接线图(B066-500-2109)wm666.taobao.com#panel_004,_P3_staging_batch3/#1所用变有载调压装置接线图(B066-500-2109)wm666.taobao.com,4,6,train,image_components,"889.0,6218.0,2557.0,7338.0",outputs/panels/P3/P3_staging_batch3__#1所用变有载调压装置接线图(B066-500-2109)wm666.taobao.com__panel_004.png,reject,
_P3_staging_batch3/#1所用变有载调压装置接线图(B066-500-2109)wm666.taobao.com#panel_005,_P3_staging_batch3/#1所用变有载调压装置接线图(B066-500-2109)wm666.taobao.com,5,6,train,image_components,"3517.0,6296.0,5968.0,7336.0",outputs/panels/P3/P3_staging_batch3__#1所用变有载调压装置接线图(B066-500-2109)wm666.taobao.com__panel_005.png,reject,
_P3_staging_batch3/02-10kV配电装置室平面布置图wm666.taobao.com#panel_000,_P3_staging_batch3/02-10kV配电装置室平面布置图wm666.taobao.com,0,4,train,image_components,"1401.0,7.0,6622.0,2990.0",outputs/panels/P3/P3_staging_batch3__02-10kV配电装置室平面布置图wm666.taobao.com__panel_000.png,accept,
_P3_staging_batch3/02-10kV配电装置室平面布置图wm666.taobao.com#panel_001,_P3_staging_batch3/02-10kV配电装置室平面布置图wm666.taobao.com,1,4,train,image_components,"1959.0,629.0,4530.0,2097.0",outputs/panels/P3/P3_staging_batch3__02-10kV配电装置室平面布置图wm666.taobao.com__panel_001.png,accept,
_P3_staging_batch3/02-10kV配电装置室平面布置图wm666.taobao.com#panel_002,_P3_staging_batch3/02-10kV配电装置室平面布置图wm666.taobao.com,2,4,train,image_components,"0.0,5980.0,6622.0,8963.0",outputs/panels/P3/P3_staging_batch3__02-10kV配电装置室平面布置图wm666.taobao.com__panel_002.png,accept,
_P3_staging_batch3/02-10kV配电装置室平面布置图wm666.taobao.com#panel_003,_P3_staging_batch3/02-10kV配电装置室平面布置图wm666.taobao.com,3,4,train,image_components,"586.0,6602.0,4405.0,8070.0",outputs/panels/P3/P3_staging_batch3__02-10kV配电装置室平面布置图wm666.taobao.com__panel_003.png,accept,
_P3_staging_batch3/500kV二滩I线路在监控屏上的端子排(B066-500-0415)wm666.taobao.com#panel_000,_P3_staging_batch3/500kV二滩I线路在监控屏上的端子排(B066-500-0415)wm666.taobao.com,0,3,train,image_components,"1205.0,0.0,8158.0,3273.0",outputs/panels/P3/P3_staging_batch3__500kV二滩I线路在监控屏上的端子排(B066-500-0415)wm666.taobao.com__panel_000.png,accept,
_P3_staging_batch3/500kV二滩I线路在监控屏上的端子排(B066-500-0415)wm666.taobao.com#panel_001,_P3_staging_batch3/500kV二滩I线路在监控屏上的端子排(B066-500-0415)wm666.taobao.com,1,3,train,image_components,"1735.0,612.0,7569.0,2212.0",outputs/panels/P3/P3_staging_batch3__500kV二滩I线路在监控屏上的端子排(B066-500-0415)wm666.taobao.com__panel_001.png,accept,
_P3_staging_batch3/500kV二滩I线路在监控屏上的端子排(B066-500-0415)wm666.taobao.com#panel_002,_P3_staging_batch3/500kV二滩I线路在监控屏上的端子排(B066-500-0415)wm666.taobao.com,2,3,train,image_components,"1274.0,3350.0,5919.0,6622.0",outputs/panels/P3/P3_staging_batch3__500kV二滩I线路在监控屏上的端子排(B066-500-0415)wm666.taobao.com__panel_002.png,accept,
_P3_staging_batch3/500kV母线侧断路器(13WDL)在监控柜上的端子排(B066-500-1503)wm666.taobao.com#panel_000,_P3_staging_batch3/500kV母线侧断路器(13WDL)在监控柜上的端子排(B066-500-1503)wm666.taobao.com,0,3,train,image_components,"1290.0,0.0,8073.0,3193.0",outputs/panels/P3/P3_staging_batch3__500kV母线侧断路器(13WDL)在监控柜上的端子排(B066-500-1503)wm666.taobao.com__panel_000.png,accept,
_P3_staging_batch3/500kV母线侧断路器(13WDL)在监控柜上的端子排(B066-500-1503)wm666.taobao.com#panel_001,_P3_staging_batch3/500kV母线侧断路器(13WDL)在监控柜上的端子排(B066-500-1503)wm666.taobao.com,1,3,train,image_components,"1836.0,1101.0,7907.0,2203.0",outputs/panels/P3/P3_staging_batch3__500kV母线侧断路器(13WDL)在监控柜上的端子排(B066-500-1503)wm666.taobao.com__panel_001.png,accept,
_P3_staging_batch3/500kV母线侧断路器(13WDL)在监控柜上的端子排(B066-500-1503)wm666.taobao.com#panel_002,_P3_staging_batch3/500kV母线侧断路器(13WDL)在监控柜上的端子排(B066-500-1503)wm666.taobao.com,2,3,train,image_components,"1364.0,3430.0,5894.0,6622.0",outputs/panels/P3/P3_staging_batch3__500kV母线侧断路器(13WDL)在监控柜上的端子排(B066-500-1503)wm666.taobao.com__panel_002.png,accept,
_P3_staging_batch3/500kV线路在监控柜上的端子排(B080-500-1406)wm666.taobao.com#panel_000,_P3_staging_batch3/500kV线路在监控柜上的端子排(B080-500-1406)wm666.taobao.com,0,4,train,image_components,"1269.0,0.0,8094.0,3213.0",outputs/panels/P3/P3_staging_batch3__500kV线路在监控柜上的端子排(B080-500-1406)wm666.taobao.com__panel_000.png,accept,
_P3_staging_batch3/500kV线路在监控柜上的端子排(B080-500-1406)wm666.taobao.com#panel_001,_P3_staging_batch3/500kV线路在监控柜上的端子排(B080-500-1406)wm666.taobao.com,1,4,train,image_components,"2155.0,556.0,7331.0,2153.0",outputs/panels/P3/P3_staging_batch3__500kV线路在监控柜上的端子排(B080-500-1406)wm666.taobao.com__panel_001.png,accept,
_P3_staging_batch3/500kV线路在监控柜上的端子排(B080-500-1406)wm666.taobao.com#panel_002,_P3_staging_batch3/500kV线路在监控柜上的端子排(B080-500-1406)wm666.taobao.com,2,4,train,image_components,"1310.0,3410.0,5868.0,6622.0",outputs/panels/P3/P3_staging_batch3__500kV线路在监控柜上的端子排(B080-500-1406)wm666.taobao.com__panel_002.png,accept,
_P3_staging_batch3/500kV线路在监控柜上的端子排(B080-500-1406)wm666.taobao.com#panel_003,_P3_staging_batch3/500kV线路在监控柜上的端子排(B080-500-1406)wm666.taobao.com,3,4,train,image_components,"1661.0,4193.0,5684.0,5481.0",outputs/panels/P3/P3_staging_batch3__500kV线路在监控柜上的端子排(B080-500-1406)wm666.taobao.com__panel_003.png,accept,
_P3_staging_batch3/D-05 #1发电机主回路电气接线图wm666.taobao.com#panel_000,_P3_staging_batch3/D-05 #1发电机主回路电气接线图wm666.taobao.com,0,1,val,candidate_full_fallback,"0.0,0.0,9362.0,6622.0",datas/qa_and_png/P3_oda_output/D-05 #1发电机主回路电气接线图wm666.taobao.com.png,reject,
_P3_staging_batch3/D-06 #2发电机主回路电气接线图wm666.taobao.com#panel_000,_P3_staging_batch3/D-06 #2发电机主回路电气接线图wm666.taobao.com,0,1,train,candidate_full_fallback,"0.0,0.0,9362.0,6622.0",datas/qa_and_png/P3_oda_output/D-06 #2发电机主回路电气接线图wm666.taobao.com.png,reject,
_P3_staging_batch3/D-07 #3发电机主回路电气接线图wm666.taobao.com#panel_000,_P3_staging_batch3/D-07 #3发电机主回路电气接线图wm666.taobao.com,0,1,train,candidate_full_fallback,"0.0,0.0,9362.0,6622.0",datas/qa_and_png/P3_oda_output/D-07 #3发电机主回路电气接线图wm666.taobao.com.png,reject,
_P3_staging_batch3/D-08 #4发电机主回路电气接线图wm666.taobao.com#panel_000,_P3_staging_batch3/D-08 #4发电机主回路电气接线图wm666.taobao.com,0,1,train,candidate_full_fallback,"0.0,0.0,9362.0,6622.0",datas/qa_and_png/P3_oda_output/D-08 #4发电机主回路电气接线图wm666.taobao.com.png,reject,
_P3_staging_batch3/PE14-3113S 木渎金枫路架空入地10KV电缆工程#panel_000,_P3_staging_batch3/PE14-3113S 木渎金枫路架空入地10KV电缆工程,0,1,train,candidate_full_fallback,"0.0,0.0,9362.0,6619.0",datas/qa_and_png/P3_oda_output/PE14-3113S 木渎金枫路架空入地10KV电缆工程.png,reject,
_P3_staging_batch3/大型小区10KV变配电工程全套施工图纸（系统图、完整大样图）wm666.taobao.com#panel_000,_P3_staging_batch3/大型小区10KV变配电工程全套施工图纸（系统图、完整大样图）wm666.taobao.com,0,1,train,candidate_full_fallback,"0.0,0.0,6622.0,9362.0",datas/qa_and_png/P3_oda_output/大型小区10KV变配电工程全套施工图纸（系统图、完整大样图）wm666.taobao.com.png,reject,
_P3_staging_batch3/电缆沟断面图wm666.taobao.com#panel_000,_P3_staging_batch3/电缆沟断面图wm666.taobao.com,0,2,train,cad_gap,"3749.0,5420.0,9362.0,6622.0",outputs/panels/P3/P3_staging_batch3__电缆沟断面图wm666.taobao.com__panel_000.png,reject,
_P3_staging_batch3/电缆沟断面图wm666.taobao.com#panel_001,_P3_staging_batch3/电缆沟断面图wm666.taobao.com,1,2,train,cad_gap,"0.0,0.0,9162.0,4082.0",outputs/panels/P3/P3_staging_batch3__电缆沟断面图wm666.taobao.com__panel_001.png,reject,
_P3_staging_batch4/002 主厂房厂用电接线图#panel_000,_P3_staging_batch4/002 主厂房厂用电接线图,0,1,train,candidate_full_fallback,"0.0,0.0,9362.0,6622.0",datas/qa_and_png/P3_oda_output/002 主厂房厂用电接线图.png,reject,
_P3_staging_batch4/003 #1机厂用电接线图#panel_000,_P3_staging_batch4/003 #1机厂用电接线图,0,1,train,candidate_full_fallback,"0.0,0.0,9362.0,6622.0",datas/qa_and_png/P3_oda_output/003 #1机厂用电接线图.png,reject,
_P3_staging_batch4/004 #1机组主厂房6kV  1A段一次接线图#panel_000,_P3_staging_batch4/004 #1机组主厂房6kV  1A段一次接线图,0,1,train,candidate_full_fallback,"0.0,0.0,9362.0,6622.0",datas/qa_and_png/P3_oda_output/004 #1机组主厂房6kV  1A段一次接线图.png,reject,
_P3_staging_batch4/005 #1机组主厂房6kV  1B段 一次接线图#panel_000,_P3_staging_batch4/005 #1机组主厂房6kV  1B段 一次接线图,0,1,train,candidate_full_fallback,"0.0,0.0,9362.0,6622.0",datas/qa_and_png/P3_oda_output/005 #1机组主厂房6kV  1B段 一次接线图.png,reject,
_P3_staging_batch4/006 #1机组主厂房6kV  1C段一次接线图#panel_000,_P3_staging_batch4/006 #1机组主厂房6kV  1C段一次接线图,0,1,val,candidate_full_fallback,"0.0,0.0,9362.0,6622.0",datas/qa_and_png/P3_oda_output/006 #1机组主厂房6kV  1C段一次接线图.png,reject,
_P3_staging_batch4/009 脱硫岛6KV系统PW-I段I配置接线图#panel_000,_P3_staging_batch4/009 脱硫岛6KV系统PW-I段I配置接线图,0,1,train,candidate_full_fallback,"0.0,0.0,9362.0,6622.0",datas/qa_and_png/P3_oda_output/009 脱硫岛6KV系统PW-I段I配置接线图.png,reject,
_P3_staging_batch4/010 脱硫6KV系统PW-II段I配置接线图#panel_000,_P3_staging_batch4/010 脱硫6KV系统PW-II段I配置接线图,0,1,train,candidate_full_fallback,"0.0,0.0,9362.0,6622.0",datas/qa_and_png/P3_oda_output/010 脱硫6KV系统PW-II段I配置接线图.png,reject,
_P3_staging_batch4/035 220V直流系统接线图#panel_000,_P3_staging_batch4/035 220V直流系统接线图,0,1,train,candidate_full_fallback,"0.0,0.0,9362.0,6622.0",datas/qa_and_png/P3_oda_output/035 220V直流系统接线图.png,reject,
_P3_staging_batch4/036 #1机220V直流馈线接线图（1）#panel_000,_P3_staging_batch4/036 #1机220V直流馈线接线图（1）,0,1,val,candidate_full_fallback,"0.0,0.0,9362.0,6622.0",datas/qa_and_png/P3_oda_output/036 #1机220V直流馈线接线图（1）.png,reject,
_P3_staging_batch4/037 #1机220V直流馈线接线图（2）#panel_000,_P3_staging_batch4/037 #1机220V直流馈线接线图（2）,0,1,train,candidate_full_fallback,"0.0,0.0,9362.0,6622.0",datas/qa_and_png/P3_oda_output/037 #1机220V直流馈线接线图（2）.png,reject,
_P3_staging_batch4/038 110V直流系统接线图#panel_000,_P3_staging_batch4/038 110V直流系统接线图,0,1,train,candidate_full_fallback,"0.0,0.0,9362.0,6622.0",datas/qa_and_png/P3_oda_output/038 110V直流系统接线图.png,reject,
_P3_staging_batch4/039 #1机110v A段直流馈线屏I接线图#panel_000,_P3_staging_batch4/039 #1机110v A段直流馈线屏I接线图,0,1,train,candidate_full_fallback,"0.0,0.0,9362.0,6622.0",datas/qa_and_png/P3_oda_output/039 #1机110v A段直流馈线屏I接线图.png,reject,
_P3_staging_batch4/040 #1机110v A段直流馈线屏II接线图#panel_000,_P3_staging_batch4/040 #1机110v A段直流馈线屏II接线图,0,1,train,candidate_full_fallback,"0.0,0.0,9362.0,6622.0",datas/qa_and_png/P3_oda_output/040 #1机110v A段直流馈线屏II接线图.png,reject,
_P3_staging_batch4/041 #1机110v A段直流馈线屏III接线图#panel_000,_P3_staging_batch4/041 #1机110v A段直流馈线屏III接线图,0,1,train,candidate_full_fallback,"0.0,0.0,9362.0,6622.0",datas/qa_and_png/P3_oda_output/041 #1机110v A段直流馈线屏III接线图.png,reject,
_P3_staging_batch4/042 #1机110v B段直流馈线屏I接线图#panel_000,_P3_staging_batch4/042 #1机110v B段直流馈线屏I接线图,0,1,train,candidate_full_fallback,"0.0,0.0,9362.0,6622.0",datas/qa_and_png/P3_oda_output/042 #1机110v B段直流馈线屏I接线图.png,reject,
_P3_staging_batch4/043 #1机110v B段直流馈线屏II接线图#panel_000,_P3_staging_batch4/043 #1机110v B段直流馈线屏II接线图,0,1,train,candidate_full_fallback,"0.0,0.0,9362.0,6622.0",datas/qa_and_png/P3_oda_output/043 #1机110v B段直流馈线屏II接线图.png,reject,
_P3_staging_batch4/044 #1机110v B段直流馈线屏III接线图#panel_000,_P3_staging_batch4/044 #1机110v B段直流馈线屏III接线图,0,1,train,candidate_full_fallback,"0.0,0.0,9362.0,6622.0",datas/qa_and_png/P3_oda_output/044 #1机110v B段直流馈线屏III接线图.png,reject,
_P3_staging_batch4/054 #1机UPS电源A配电屏接线图#panel_000,_P3_staging_batch4/054 #1机UPS电源A配电屏接线图,0,1,train,candidate_full_fallback,"0.0,0.0,9362.0,6622.0",datas/qa_and_png/P3_oda_output/054 #1机UPS电源A配电屏接线图.png,reject,
_P3_staging_batch4/055 #1机UPS电源B配电屏接线图#panel_000,_P3_staging_batch4/055 #1机UPS电源B配电屏接线图,0,1,train,candidate_full_fallback,"0.0,0.0,9362.0,6622.0",datas/qa_and_png/P3_oda_output/055 #1机UPS电源B配电屏接线图.png,reject,
_P3_staging_batch4/056 继电器楼110V直流系统接线图#panel_000,_P3_staging_batch4/056 继电器楼110V直流系统接线图,0,1,test,candidate_full_fallback,"0.0,0.0,9362.0,6622.0",datas/qa_and_png/P3_oda_output/056 继电器楼110V直流系统接线图.png,reject,
_P3_staging_batch4/059 110V直流A段馈线接线图（1）#panel_000,_P3_staging_batch4/059 110V直流A段馈线接线图（1）,0,1,train,candidate_full_fallback,"0.0,0.0,9362.0,6622.0",datas/qa_and_png/P3_oda_output/059 110V直流A段馈线接线图（1）.png,reject,
_P3_staging_batch4/060 110V直流A段馈线接线图（2）#panel_000,_P3_staging_batch4/060 110V直流A段馈线接线图（2）,0,1,train,candidate_full_fallback,"0.0,0.0,9362.0,6622.0",datas/qa_and_png/P3_oda_output/060 110V直流A段馈线接线图（2）.png,reject,
_P3_staging_batch4/061 110V直流B段馈线接线图（1）#panel_000,_P3_staging_batch4/061 110V直流B段馈线接线图（1）,0,1,train,candidate_full_fallback,"0.0,0.0,9362.0,6622.0",datas/qa_and_png/P3_oda_output/061 110V直流B段馈线接线图（1）.png,reject,
_P3_staging_batch4/10KV配网设计块图#panel_000,_P3_staging_batch4/10KV配网设计块图,0,6,train,image_components,"3697.0,1148.0,6367.0,3047.0",outputs/panels/P3/P3_staging_batch4__10KV配网设计块图__panel_000.png,accept,
_P3_staging_batch4/10KV配网设计块图#panel_001,_P3_staging_batch4/10KV配网设计块图,1,6,train,image_components,"898.0,1150.0,3568.0,3049.0",outputs/panels/P3/P3_staging_batch4__10KV配网设计块图__panel_001.png,accept,
_P3_staging_batch4/10KV配网设计块图#panel_002,_P3_staging_batch4/10KV配网设计块图,2,6,train,image_components,"1217.0,1434.0,2455.0,2378.0",outputs/panels/P3/P3_staging_batch4__10KV配网设计块图__panel_002.png,accept,
_P3_staging_batch4/10KV配网设计块图#panel_003,_P3_staging_batch4/10KV配网设计块图,3,6,train,image_components,"6690.0,3067.0,9360.0,4966.0",outputs/panels/P3/P3_staging_batch4__10KV配网设计块图__panel_003.png,accept,
_P3_staging_batch4/10KV配网设计块图#panel_004,_P3_staging_batch4/10KV配网设计块图,4,6,train,image_components,"894.0,3103.0,3564.0,5003.0",outputs/panels/P3/P3_staging_batch4__10KV配网设计块图__panel_004.png,accept,
_P3_staging_batch4/10KV配网设计块图#panel_005,_P3_staging_batch4/10KV配网设计块图,5,6,train,image_components,"3699.0,3104.0,6369.0,5003.0",outputs/panels/P3/P3_staging_batch4__10KV配网设计块图__panel_005.png,accept,
_P3_staging_batch4/10kv系统单线图#panel_000,_P3_staging_batch4/10kv系统单线图,0,6,train,image_components,"0.0,0.0,9362.0,6622.0",outputs/panels/P3/P3_staging_batch4__10kv系统单线图__panel_000.png,accept,
_P3_staging_batch4/10kv系统单线图#panel_001,_P3_staging_batch4/10kv系统单线图,1,6,train,image_components,"180.0,40.0,9348.0,6583.0",outputs/panels/P3/P3_staging_batch4__10kv系统单线图__panel_001.png,accept,
_P3_staging_batch4/10kv系统单线图#panel_002,_P3_staging_batch4/10kv系统单线图,2,6,train,image_components,"666.0,709.0,9045.0,4532.0",outputs/panels/P3/P3_staging_batch4__10kv系统单线图__panel_002.png,accept,
_P3_staging_batch4/10kv系统单线图#panel_003,_P3_staging_batch4/10kv系统单线图,3,6,train,image_components,"2522.0,5107.0,4296.0,6118.0",outputs/panels/P3/P3_staging_batch4__10kv系统单线图__panel_003.png,reject,
_P3_staging_batch4/10kv系统单线图#panel_004,_P3_staging_batch4/10kv系统单线图,4,6,train,image_components,"4440.0,5107.0,6751.0,6076.0",outputs/panels/P3/P3_staging_batch4__10kv系统单线图__panel_004.png,accept,
