panel_id,parent_drawing_key,split,phase,batch,panel_index,panel_count,split_method,panel_png_path,panel_bbox_cad,parent_normalized_json_path,parent_topology_v0_json_path,topology_v1_panel_json_path,status,error,panel_entity_count,base_segment_count,split_segment_count,intersection_count,split_event_count,split_short_segments,v1_node_count,v1_edge_count,v1_net_count,v1_isolated_edge_ratio,v1_largest_net_edge_ratio,effective_endpoint_tolerance,quality_flags,severity,anomaly_type,suggested_action,model_review_label,model_confidence,model_needs_human_review,model_reason,model_visible_cues,topology_panel_v1_review_label,topology_panel_v1_review_comment,topology_panel_v1_reviewed,topology_panel_v1_accepted,topology_panel_v1_exclude_reason,topology_panel_v1_policy_decision,topology_panel_v1_policy_exclude_reason
_P3_staging_batch4/DXN8B-T接线图#panel_000,_P3_staging_batch4/DXN8B-T接线图,train,P3,_P3_staging_batch4,0,1,full,datas/qa_and_png/P3_oda_output/DXN8B-T接线图.png,"0.0,0.0,882.0696,334.315",outputs/normalized_geometry/_P3_staging_batch4/DXN8B-T接线图.normalized.json,outputs/topology_graph/_P3_staging_batch4/DXN8B-T接线图.topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch4/DXN8B-T接线图#panel_000.topology.v1.json,ok,,3,0,0,0,0,0,0,0,0,0.0,0.0,0.4716,no_edges;no_nets,high,no_edges_or_no_nets,Check whether this panel is not a topology target or uses unsupported geometry types.,needs_panel_split,0.99,True,The panel contains two independent unconnected wiring diagrams that must be split prior to topology graph generation,Left DXN8B-T wiring diagram is a separate visual region from the right terminal connection diagram; No shared elements or connecting lines exist between the two distinct diagram areas,bad_geometry,model: The panel contains two independent unconnected wiring diagrams that must be split prior to topology graph generation,True,False,bad_geometry,badcase,bad_geometry
_P3_staging_batch4/某学校系统图及接线图#panel_000,_P3_staging_batch4/某学校系统图及接线图,train,P3,_P3_staging_batch4,0,5,image_components,outputs/panels/P3/P3_staging_batch4__某学校系统图及接线图__panel_000.png,"72.4731,-605.8779,787.0432,-207.5976",outputs/normalized_geometry/_P3_staging_batch4/某学校系统图及接线图.normalized.json,outputs/topology_graph/_P3_staging_batch4/某学校系统图及接线图.topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch4/某学校系统图及接线图#panel_000.topology.v1.json,ok,,0,0,0,0,0,0,0,0,0,0.0,0.0,0.409,no_edges;no_nets,high,no_edges_or_no_nets,Check whether this panel is not a topology target or uses unsupported geometry types.,still_fragmented,0.9,True,"The extracted v1 topology graph is completely empty with no detected topology elements, rendering it too fragmented for baseline use despite the panel being a valid coherent topology target.","Single coherent low-voltage distribution system topology diagram present; All v1 topology element counts (nodes, edges, nets) are 0; Quality flags indicate no edges or nets were extracted",still_fragmented,"model: The extracted v1 topology graph is completely empty with no detected topology elements, rendering it too fragmented for baseline use despite the panel being a valid coherent topology target.",True,False,still_fragmented,improvement_target,still_fragmented
_P3_staging_batch2/10KV配变电房工程典型设计图纸wm666.taobao.com#panel_000,_P3_staging_batch2/10KV配变电房工程典型设计图纸wm666.taobao.com,train,P3,_P3_staging_batch2,0,1,full,datas/qa_and_png/P3_oda_output/10KV配变电房工程典型设计图纸wm666.taobao.com.png,"-1465857.0746,-1299039.0106,1354420.318,714769.6602",outputs/normalized_geometry/_P3_staging_batch2/10KV配变电房工程典型设计图纸wm666.taobao.com.normalized.json,outputs/topology_graph/_P3_staging_batch2/10KV配变电房工程典型设计图纸wm666.taobao.com.topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch2/10KV配变电房工程典型设计图纸wm666.taobao.com#panel_000.topology.v1.json,ok,,95658,70666,189835,94450,155915,414,143667,188691,17100,0.0458,0.0102,1.0,high_fragmentation,medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,needs_panel_split,0.98,True,"The image contains multiple distinct, visually independent separated drawing panels that correspond to different volume description pages, requiring splitting before topology graph processing.","Multiple separated rectangular panel regions each labeled with independent '卷说明' (volume description) titles; Each panel has separate, unrelated content separated by large white space borders",bad_geometry,"model: The image contains multiple distinct, visually independent separated drawing panels that correspond to different volume description pages, requiring splitting before topology graph processing.",True,False,bad_geometry,badcase,bad_geometry
_P2_staging/35KV二次图#panel_000,_P2_staging/35KV二次图,train,P2,_P2_staging,0,1,full,datas/qa_and_png/P2_oda_output/35KV二次图.png,"2005.6503,-2898.3395,11332.3978,1161.1762",outputs/normalized_geometry/_P2_staging/35KV二次图.normalized.json,outputs/topology_graph/_P2_staging/35KV二次图.topology.v0.json,outputs/topology_panel_v1/_P2_staging/35KV二次图#panel_000.topology.v1.json,ok,,58529,39910,173316,91444,159755,1955,58058,90659,4276,0.0291,0.0298,1.0,high_fragmentation,medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,needs_panel_split,0.98,True,"The image contains dozens of independent, separated sub-diagrams for different electrical cabinets that require splitting into individual panels before topology graph generation.","Multiple distinct framed wiring diagram panels are grouped per cabinet type (metering, main transformer protection, bus coupler, etc.); No connecting topology exists between the separate framed diagram regions",bad_geometry,,True,False,bad_geometry,badcase,bad_geometry
_P2_staging/电站、变电所电气及设备12#panel_000,_P2_staging/电站、变电所电气及设备12,train,P2,_P2_staging,0,1,full,datas/qa_and_png/P2_oda_output/电站、变电所电气及设备12.png,"-228401.1875,-117832.5178,285963.105,288178.6804",outputs/normalized_geometry/_P2_staging/电站、变电所电气及设备12.normalized.json,outputs/topology_graph/_P2_staging/电站、变电所电气及设备12.topology.v0.json,outputs/topology_panel_v1/_P2_staging/电站、变电所电气及设备12#panel_000.topology.v1.json,ok,,100011,44669,86039,32345,45781,1401,59981,80880,2635,0.0119,0.1441,1.0,high_fragmentation,medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,needs_panel_split,0.98,True,"The image contains multiple separate, independent CAD drawing panels that must be split into individual units before topology graph processing.","Multiple distinct, separated diagram panels are visible across the image; Each sub-panel has its own title block and unrelated independent content",bad_geometry,,True,False,bad_geometry,badcase,bad_geometry
_P2_staging/武汉某35kV变配电所电气二次设计图wm666.taobao.com#panel_000,_P2_staging/武汉某35kV变配电所电气二次设计图wm666.taobao.com,train,P2,_P2_staging,0,1,full,datas/qa_and_png/P2_oda_output/武汉某35kV变配电所电气二次设计图wm666.taobao.com.png,"-673895.0584,-267246.833,3415687.1639,53034.2445",outputs/normalized_geometry/_P2_staging/武汉某35kV变配电所电气二次设计图wm666.taobao.com.normalized.json,outputs/topology_graph/_P2_staging/武汉某35kV变配电所电气二次设计图wm666.taobao.com.topology.v0.json,outputs/topology_panel_v1/_P2_staging/武汉某35kV变配电所电气二次设计图wm666.taobao.com#panel_000.topology.v1.json,ok,,53499,35930,79415,33877,49631,1248,62978,78676,7370,0.036,0.0185,1.0,high_fragmentation,medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,needs_panel_split,0.98,True,The image contains dozens of independent separate sub-diagram panels arranged in a grid that require splitting before topology graph generation.,Multiple distinct framed individual drawing panels arranged in rows; Each sub-panel is visually separate and self-contained with no interconnection between them,bad_geometry,,True,False,bad_geometry,badcase,bad_geometry
_P2_staging/变电站全套建筑图wm666.taobao.com#panel_000,_P2_staging/变电站全套建筑图wm666.taobao.com,train,P2,_P2_staging,0,1,full,datas/qa_and_png/P2_oda_output/变电站全套建筑图wm666.taobao.com.png,"-358348.6021,-586605.5057,993605.2927,744197.2029",outputs/normalized_geometry/_P2_staging/变电站全套建筑图wm666.taobao.com.normalized.json,outputs/topology_graph/_P2_staging/变电站全套建筑图wm666.taobao.com.topology.v0.json,outputs/topology_panel_v1/_P2_staging/变电站全套建筑图wm666.taobao.com#panel_000.topology.v1.json,ok,,30157,29359,72704,37079,49659,101,47628,72296,2141,0.0089,0.0715,1.0,high_fragmentation,medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,needs_panel_split,0.98,True,"The image contains multiple distinct, independent framed sub-diagrams including building plans, elevations, tables, and detail drawings that must be split into individual panels before any topology processing.",Multiple separate framed drawing regions each containing independent content; Each framed sub-diagram includes its own title block confirming independent status,bad_geometry,,True,False,bad_geometry,badcase,bad_geometry
_P2_staging/商场10KV变电所接线图#panel_000,_P2_staging/商场10KV变电所接线图,train,P2,_P2_staging,0,1,full,datas/qa_and_png/P2_oda_output/商场10KV变电所接线图.png,"108151.2724,72381.3661,116160.925,76770.2475",outputs/normalized_geometry/_P2_staging/商场10KV变电所接线图.normalized.json,outputs/topology_graph/_P2_staging/商场10KV变电所接线图.topology.v0.json,outputs/topology_panel_v1/_P2_staging/商场10KV变电所接线图#panel_000.topology.v1.json,ok,,35104,25249,61955,23592,39006,546,42917,54751,4175,0.0193,0.0316,1.0,high_fragmentation,medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,needs_panel_split,0.99,True,The input image contains dozens of independent separated diagram panels that must be split prior to individual topology graph processing.,"Multiple distinct framed diagrams arranged in rows separated by blank white space; Each separate panel has independent content including wiring diagrams, tables, and layout plans",bad_geometry,,True,False,bad_geometry,badcase,bad_geometry
_P2_staging/商场10KV变电所接线图wm666.taobao.com#panel_000,_P2_staging/商场10KV变电所接线图wm666.taobao.com,train,P2,_P2_staging,0,1,full,datas/qa_and_png/P2_oda_output/商场10KV变电所接线图wm666.taobao.com.png,"108151.2724,72381.3661,116160.925,76770.2475",outputs/normalized_geometry/_P2_staging/商场10KV变电所接线图wm666.taobao.com.normalized.json,outputs/topology_graph/_P2_staging/商场10KV变电所接线图wm666.taobao.com.topology.v0.json,outputs/topology_panel_v1/_P2_staging/商场10KV变电所接线图wm666.taobao.com#panel_000.topology.v1.json,ok,,35104,25249,61955,23592,39006,546,42917,54751,4175,0.0193,0.0316,1.0,high_fragmentation,medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,needs_panel_split,0.98,True,The input panel contains many independent separated CAD diagram sheets that require splitting into individual panels before topology graph generation.,"Multiple distinct bordered sub-diagrams arranged in a grid with clear whitespace separation; Each sub-diagram has independent content, title blocks, and no connection to other sub-diagrams",bad_geometry,,True,False,bad_geometry,badcase,bad_geometry
_P2_staging/[E-1~2(总图)、ET-7~13(通用图)、ET2-1~5(通用图A3A4#)、E-31~37(A2#楼)]A2~A4#楼变电所及总平20130319#panel_000,_P2_staging/[E-1~2(总图)、ET-7~13(通用图)、ET2-1~5(通用图A3A4#)、E-31~37(A2#楼)]A2~A4#楼变电所及总平20130319,train,P2,_P2_staging,0,1,full,datas/qa_and_png/P2_oda_output/[E-1~2(总图)、ET-7~13(通用图)、ET2-1~5(通用图A3A4#)、E-31~37(A2#楼)]A2~A4#楼变电所及总平20130319.png,"0.0,-1223603.7098,3230950.7702,0.0",outputs/normalized_geometry/_P2_staging/[E-1~2(总图)、ET-7~13(通用图)、ET2-1~5(通用图A3A4#)、E-31~37(A2#楼)]A2~A4#楼变电所及总平20130319.normalized.json,outputs/topology_graph/_P2_staging/[E-1~2(总图)、ET-7~13(通用图)、ET2-1~5(通用图A3A4#)、E-31~37(A2#楼)]A2~A4#楼变电所及总平20130319.topology.v0.json,outputs/topology_panel_v1/_P2_staging/[E-1~2(总图)、ET-7~13(通用图)、ET2-1~5(通用图A3A4#)、E-31~37(A2#楼)]A2~A4#楼变电所及总平20130319#panel_000.topology.v1.json,ok,,32450,21779,54158,23423,38636,404,43396,53813,5174,0.0357,0.0589,1.0,high_fragmentation,medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,needs_panel_split,0.98,True,"The image contains multiple independent, separated CAD diagram subfigures that require splitting into individual panels before topology graph generation.","Four distinct columns of separate CAD drawings, each with their own title block; Each sub-drawing is visually isolated with no inter-connecting topology between them",bad_geometry,,True,False,bad_geometry,badcase,bad_geometry
_P3_staging_batch1/10KV开关站二次图纸#panel_000,_P3_staging_batch1/10KV开关站二次图纸,train,P3,_P3_staging_batch1,0,1,full,datas/qa_and_png/P3_oda_output/10KV开关站二次图纸.png,"-27719.9918,-267887.0378,766480.3874,46198.6458",outputs/normalized_geometry/_P3_staging_batch1/10KV开关站二次图纸.normalized.json,outputs/topology_graph/_P3_staging_batch1/10KV开关站二次图纸.topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch1/10KV开关站二次图纸#panel_000.topology.v1.json,ok,,43044,29118,52710,18675,27252,342,46070,52477,5179,0.0519,0.0347,1.0,high_fragmentation,medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,needs_panel_split,0.99,True,"The sheet contains multiple visually independent, separated sub-diagrams that must be split into individual panels before topology processing.",Multiple bordered discrete drawing regions are present across the sheet; Each sub-region is a separate independent diagram with no topological connection between different regions,needs_panel_split,,True,False,needs_panel_split,badcase,multi_subfigure_badcase
_P3_staging_batch1/10KV高压开关柜原理图#panel_000,_P3_staging_batch1/10KV高压开关柜原理图,train,P3,_P3_staging_batch1,0,1,full,datas/qa_and_png/P3_oda_output/10KV高压开关柜原理图.png,"-7870.9187,570.1201,61696.6,103515.9052",outputs/normalized_geometry/_P3_staging_batch1/10KV高压开关柜原理图.normalized.json,outputs/topology_graph/_P3_staging_batch1/10KV高压开关柜原理图.topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch1/10KV高压开关柜原理图#panel_000.topology.v1.json,ok,,36146,20781,49648,19952,29868,338,38850,49233,4247,0.0424,0.0111,1.0,high_fragmentation,medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,needs_panel_split,0.99,True,The image contains multiple independent separated schematic sub-diagrams arranged in a grid that must be split into individual panels before topology graph use.,Two rows of over 30 distinct independent small schematic sub-panels are present; Separate '星欣设计图库' title block exists as a distinct independent region,bad_geometry,,True,False,bad_geometry,badcase,bad_geometry
_P2_staging/35KV变电站全套电气二次图#panel_000,_P2_staging/35KV变电站全套电气二次图,train,P2,_P2_staging,0,1,full,datas/qa_and_png/P2_oda_output/35KV变电站全套电气二次图.png,"1472.718,-909.3814,5130.477,3370.4397",outputs/normalized_geometry/_P2_staging/35KV变电站全套电气二次图.normalized.json,outputs/topology_graph/_P2_staging/35KV变电站全套电气二次图.topology.v0.json,outputs/topology_panel_v1/_P2_staging/35KV变电站全套电气二次图#panel_000.topology.v1.json,ok,,36196,21185,54389,21054,34102,101,36434,47978,3342,0.0343,0.0218,1.0,high_fragmentation,medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,needs_panel_split,0.99,True,The panel contains dozens of independent separated sub-diagrams arranged in a grid that must be split into individual panels before topology graph generation.,Multiple border-enclosed distinct sub-panels in grid layout; Each sub-panel contains its own electrical schematic and title block,bad_geometry,,True,False,bad_geometry,badcase,bad_geometry
_P2_staging/35KV变电站全套电气二次图2#panel_000,_P2_staging/35KV变电站全套电气二次图2,train,P2,_P2_staging,0,1,full,datas/qa_and_png/P2_oda_output/35KV变电站全套电气二次图2.png,"1472.718,-909.3814,5130.477,3370.4397",outputs/normalized_geometry/_P2_staging/35KV变电站全套电气二次图2.normalized.json,outputs/topology_graph/_P2_staging/35KV变电站全套电气二次图2.topology.v0.json,outputs/topology_panel_v1/_P2_staging/35KV变电站全套电气二次图2#panel_000.topology.v1.json,ok,,36196,21185,54389,21054,34102,101,36434,47978,3342,0.0343,0.0218,1.0,high_fragmentation,medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,needs_panel_split,0.99,True,"The input image contains dozens of distinct, independent sub-diagrams arranged in a grid, each enclosed in its own border, so they must be split into individual panels before topology graph processing.",Grid of multiple self-contained framed electrical diagrams; Each sub-diagram has its own unique content and footer metadata block,bad_geometry,,True,False,bad_geometry,badcase,bad_geometry
_P2_staging/35KV变电站全套电气二次图wm666.taobao.com#panel_000,_P2_staging/35KV变电站全套电气二次图wm666.taobao.com,train,P2,_P2_staging,0,1,full,datas/qa_and_png/P2_oda_output/35KV变电站全套电气二次图wm666.taobao.com.png,"1472.718,-909.3814,5130.477,3370.4397",outputs/normalized_geometry/_P2_staging/35KV变电站全套电气二次图wm666.taobao.com.normalized.json,outputs/topology_graph/_P2_staging/35KV变电站全套电气二次图wm666.taobao.com.topology.v0.json,outputs/topology_panel_v1/_P2_staging/35KV变电站全套电气二次图wm666.taobao.com#panel_000.topology.v1.json,ok,,36195,21185,54389,21054,34102,101,36434,47978,3342,0.0343,0.0218,1.0,high_fragmentation,medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,needs_panel_split,0.99,True,"The panel contains dozens of independent, separated sub-diagrams arranged in a grid that must be split into individual panels before topology processing.",Grid of individually bordered separate CAD drawing panels; Each sub-panel has its own independent content and title block separated by clear white space,bad_geometry,,True,False,bad_geometry,badcase,bad_geometry
_P2_staging/0武汉某35变电所一次部分施工图wm666.taobao.com#panel_000,_P2_staging/0武汉某35变电所一次部分施工图wm666.taobao.com,train,P2,_P2_staging,0,1,full,datas/qa_and_png/P2_oda_output/0武汉某35变电所一次部分施工图wm666.taobao.com.png,"-453595.6874,-266369.5225,87518.9273,133735.1826",outputs/normalized_geometry/_P2_staging/0武汉某35变电所一次部分施工图wm666.taobao.com.normalized.json,outputs/topology_graph/_P2_staging/0武汉某35变电所一次部分施工图wm666.taobao.com.topology.v0.json,outputs/topology_panel_v1/_P2_staging/0武汉某35变电所一次部分施工图wm666.taobao.com#panel_000.topology.v1.json,ok,,30319,30087,48165,17480,27311,192,41835,47424,5518,0.0343,0.048,1.0,high_fragmentation,medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,needs_panel_split,0.98,True,"The panel contains multiple independent, visually separated subfigures, diagrams, and tables that require splitting into individual panels before topology graph processing.","Multiple distinct diagram/table regions separated by clear white space gaps; Included independent elements: wiring schematics, equipment tables, layout plans, and title block panels",needs_panel_split,"model: The panel contains multiple independent, visually separated subfigures, diagrams, and tables that require splitting into individual panels before topology graph processing.",True,False,needs_panel_split,badcase,multi_subfigure_badcase
_P2_staging/B-变电所-办公楼201411.19_t3#panel_000,_P2_staging/B-变电所-办公楼201411.19_t3,train,P2,_P2_staging,0,1,full,datas/qa_and_png/P2_oda_output/B-变电所-办公楼201411.19_t3.png,"-651596.4944,-286524543.0837,141764367.858,312680.9524",outputs/normalized_geometry/_P2_staging/B-变电所-办公楼201411.19_t3.normalized.json,outputs/topology_graph/_P2_staging/B-变电所-办公楼201411.19_t3.topology.v0.json,outputs/topology_panel_v1/_P2_staging/B-变电所-办公楼201411.19_t3#panel_000.topology.v1.json,ok,,25204,26730,45981,12985,21163,308,35016,45715,4739,0.0255,0.0424,1.0,high_fragmentation,medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,needs_panel_split,0.98,True,"The single input image contains many visually independent, separated CAD diagram panels each with distinct topology content, requiring splitting before further processing.","Multiple discrete separated drawing panels with individual title blocks are visible; Separate labeled sections (2-T1 to 2-T6, equipment layout, etc.) correspond to independent unconnected diagrams",bad_geometry,,True,False,bad_geometry,badcase,bad_geometry
_P2_staging/500KV变电站直流系统图纸#panel_000,_P2_staging/500KV变电站直流系统图纸,val,P2,_P2_staging,0,1,full,datas/qa_and_png/P2_oda_output/500KV变电站直流系统图纸.png,"-29748.2751,-6861.3324,14693.2084,13064.4866",outputs/normalized_geometry/_P2_staging/500KV变电站直流系统图纸.normalized.json,outputs/topology_graph/_P2_staging/500KV变电站直流系统图纸.topology.v0.json,outputs/topology_panel_v1/_P2_staging/500KV变电站直流系统图纸#panel_000.topology.v1.json,ok,,37070,25298,44882,14535,21683,886,43654,44044,6389,0.1003,0.0132,1.0,high_fragmentation,medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,needs_panel_split,0.99,True,The image contains multiple visually independent separated CAD diagrams that must be split into individual panels prior to topology graph generation.,14 distinct framed drawing panels with individual borders are present; Each panel includes its own title block and separate schematic content unconnected to other panels,needs_panel_split,model: The image contains multiple visually independent separated CAD diagrams that must be split into individual panels prior to topology graph generation.,True,False,needs_panel_split,badcase,multi_subfigure_badcase
_P2_staging/500KV变电站直流系统图纸wm666.taobao.com#panel_000,_P2_staging/500KV变电站直流系统图纸wm666.taobao.com,train,P2,_P2_staging,0,1,full,datas/qa_and_png/P2_oda_output/500KV变电站直流系统图纸wm666.taobao.com.png,"-29748.2751,-6861.3324,14693.2084,13064.4866",outputs/normalized_geometry/_P2_staging/500KV变电站直流系统图纸wm666.taobao.com.normalized.json,outputs/topology_graph/_P2_staging/500KV变电站直流系统图纸wm666.taobao.com.topology.v0.json,outputs/topology_panel_v1/_P2_staging/500KV变电站直流系统图纸wm666.taobao.com#panel_000.topology.v1.json,ok,,37069,25298,44882,14535,21683,886,43654,44044,6389,0.1003,0.0132,1.0,high_fragmentation,medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,needs_panel_split,0.99,True,"The image contains multiple visually separate independent wiring diagram panels each with their own title blocks, that must be split before topology processing.",14 distinct bounded diagram panels with individual borders are present; Each separate panel includes its own title block and standalone circuit/topology content,needs_panel_split,"model: The image contains multiple visually separate independent wiring diagram panels each with their own title blocks, that must be split before topology processing.",True,False,needs_panel_split,badcase,multi_subfigure_badcase
_P2_staging/电站、变电所电气及设备01#panel_000,_P2_staging/电站、变电所电气及设备01,train,P2,_P2_staging,0,1,full,datas/qa_and_png/P2_oda_output/电站、变电所电气及设备01.png,"-268.0112,-1845.8666,4060.9696,1766.168",outputs/normalized_geometry/_P2_staging/电站、变电所电气及设备01.normalized.json,outputs/topology_graph/_P2_staging/电站、变电所电气及设备01.topology.v0.json,outputs/topology_panel_v1/_P2_staging/电站、变电所电气及设备01#panel_000.topology.v1.json,ok,,25730,22101,47798,18352,27096,342,34129,42185,2197,0.0224,0.0248,1.0,high_fragmentation,medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,needs_panel_split,0.99,True,"The image contains a grid of multiple independent, separated CAD drawing panels that must be split into individual panels before topology graph processing.","30 distinct bordered independent diagram panels arranged in 6 rows and 5 columns; Each panel has its own separate drawing content, title block and annotations unconnected to adjacent panels",needs_panel_split,"model: The image contains a grid of multiple independent, separated CAD drawing panels that must be split into individual panels before topology graph processing.",True,False,needs_panel_split,badcase,multi_subfigure_badcase
_P2_staging/水泥厂35KV变电站设计全套图纸#panel_000,_P2_staging/水泥厂35KV变电站设计全套图纸,test,P2,_P2_staging,0,1,full,datas/qa_and_png/P2_oda_output/水泥厂35KV变电站设计全套图纸.png,"-54338.1051,-17416.504,7494.4219,94977.213",outputs/normalized_geometry/_P2_staging/水泥厂35KV变电站设计全套图纸.normalized.json,outputs/topology_graph/_P2_staging/水泥厂35KV变电站设计全套图纸.topology.v0.json,outputs/topology_panel_v1/_P2_staging/水泥厂35KV变电站设计全套图纸#panel_000.topology.v1.json,ok,,33896,19574,42869,22061,30315,439,28035,39541,2858,0.0316,0.0567,1.0,high_fragmentation,medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,needs_panel_split,0.99,True,"The image contains many distinct, independent electrical schematic panels that must be split into individual separate panels before topology graph processing.",Dozens of separated diagram panels arranged in a grid with clear white spacing between each panel; Each individual panel has its own dedicated title block and independent schematic content,needs_panel_split,"model: The image contains many distinct, independent electrical schematic panels that must be split into individual separate panels before topology graph processing.",True,False,needs_panel_split,badcase,multi_subfigure_badcase
_P3_staging_batch1/某配电工程10kV杆型一缆图#panel_000,_P3_staging_batch1/某配电工程10kV杆型一缆图,train,P3,_P3_staging_batch1,0,1,full,datas/qa_and_png/P3_oda_output/某配电工程10kV杆型一缆图.png,"-2121709.9011,-2458038.3877,2122232.2148,2523829.3537",outputs/normalized_geometry/_P3_staging_batch1/某配电工程10kV杆型一缆图.normalized.json,outputs/topology_graph/_P3_staging_batch1/某配电工程10kV杆型一缆图.topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch1/某配电工程10kV杆型一缆图#panel_000.topology.v1.json,ok,,25077,15706,38294,13964,24402,1218,29507,36617,2783,0.0398,0.0669,1.0,high_fragmentation,medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,needs_panel_split,0.98,True,"The image contains multiple independent separate 10kV pole type diagram panels, each with independent content requiring splitting before topology processing.","Multiple distinct bounded drawing regions, each showing a different pole design; Each independent region has its own title block, material specification table, and annotation set",needs_panel_split,"model: The image contains multiple independent separate 10kV pole type diagram panels, each with independent content requiring splitting before topology processing.",True,False,needs_panel_split,badcase,multi_subfigure_badcase
_P3_staging_batch2/10kV-中置柜进线电气图纸#panel_000,_P3_staging_batch2/10kV-中置柜进线电气图纸,train,P3,_P3_staging_batch2,0,1,full,datas/qa_and_png/P3_oda_output/10kV-中置柜进线电气图纸.png,"-1381622.3492,3379.5447,-4991.5848,409821.5928",outputs/normalized_geometry/_P3_staging_batch2/10kV-中置柜进线电气图纸.normalized.json,outputs/topology_graph/_P3_staging_batch2/10kV-中置柜进线电气图纸.topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch2/10kV-中置柜进线电气图纸#panel_000.topology.v1.json,ok,,6170,29271,34918,5223,8120,27,31411,34885,2901,0.0078,0.0441,1.0,high_fragmentation,medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,still_fragmented,0.95,True,"The generated topology graph is severely fragmented, lacking a dominant coherent network to represent the single electrical diagram panel.",High fragmentation quality flag present; v1 largest net edge ratio is only 0.0441; Extremely high node and edge counts for the small diagram panel,still_fragmented,"model: The generated topology graph is severely fragmented, lacking a dominant coherent network to represent the single electrical diagram panel.",True,False,still_fragmented,improvement_target,still_fragmented
_P3_staging_batch1/自行车有限10KV变电室#panel_000,_P3_staging_batch1/自行车有限10KV变电室,train,P3,_P3_staging_batch1,0,1,full,datas/qa_and_png/P3_oda_output/自行车有限10KV变电室.png,"0.0,-18304.6082,351285.1936,107695.3921",outputs/normalized_geometry/_P3_staging_batch1/自行车有限10KV变电室.normalized.json,outputs/topology_graph/_P3_staging_batch1/自行车有限10KV变电室.topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch1/自行车有限10KV变电室#panel_000.topology.v1.json,ok,,10276,16951,27780,7745,11754,25,25287,27687,3221,0.0341,0.0442,1.0,high_fragmentation,medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,needs_panel_split,0.98,True,The image contains multiple visually independent separate CAD sub-diagrams that must be split into individual panels before topology graph generation.,"Multiple separated drawing panels arranged in a grid layout; Each panel has its own title block, content boundary, and independent diagram content",needs_panel_split,model: The image contains multiple visually independent separate CAD sub-diagrams that must be split into individual panels before topology graph generation.,True,False,needs_panel_split,badcase,multi_subfigure_badcase
_P2_staging/10KV变电站电气图wm666.taobao.com#panel_000,_P2_staging/10KV变电站电气图wm666.taobao.com,test,P2,_P2_staging,0,1,full,datas/qa_and_png/P2_oda_output/10KV变电站电气图wm666.taobao.com.png,"590119.6667,-337951.4486,1202753.0109,141584.9954",outputs/normalized_geometry/_P2_staging/10KV变电站电气图wm666.taobao.com.normalized.json,outputs/topology_graph/_P2_staging/10KV变电站电气图wm666.taobao.com.topology.v0.json,outputs/topology_panel_v1/_P2_staging/10KV变电站电气图wm666.taobao.com#panel_000.topology.v1.json,ok,,18717,13728,26993,10472,14844,15,22351,26963,2746,0.0531,0.0521,1.0,high_fragmentation,medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,needs_panel_split,0.99,True,"The image contains multiple distinct, independent electrical diagram sub-panels that require splitting before individual topology processing.",12 separate bounded drawing panels with independent electrical diagram content are present; Each panel is visually separated by whitespace and functions as a standalone sub-figure,needs_panel_split,"model: The image contains multiple distinct, independent electrical diagram sub-panels that require splitting before individual topology processing.",True,False,needs_panel_split,badcase,multi_subfigure_badcase
